state_ut,district,year,murder,attempt_to_murder,culpable_homicide_not_amounting_to_murder,rape,custodial_rape,other_rape,kidnapping_and_abduction,kidnapping_and_abduction_of_women_and_girls,kidnapping_and_abduction_of_others,dacoity,preparation_and_assembly_for_dacoity,robbery,burglary,theft,auto_theft,other_theft,riots,criminal_breach_of_trust,cheating,counterfeiting,arson,hurt_grievous_hurt,dowry_deaths,assault_on_women_with_intent_to_outrage_her_modesty,insult_to_modesty_of_women,cruelty_by_husband_or_his_relatives,importation_of_girls_from_foreign_countries,causing_death_by_negligence,other_ipc_crimes,total_ipc_crimes,destrict,voilent_crime_total,women_crime_total,property_crime_total,economic_crime_total
MANIPUR,CID,2020,3,0,0,0,0,4,0,0,1,2,0,0,1,1,1,2,0,2,6,4,0,3,1,2,3,2,0,0,1,39,CID,7,12,7,12
MANIPUR,CID,2020,0,2,4,0,0,1,2,3,4,0,7,2,1,0,1,2,0,2,4,1,0,4,4,4,0,0,1,1,2,52,CID,15,13,13,7
MANIPUR,CID,2021,3,0,0,0,0,2,0,0,2,2,0,0,2,2,3,2,0,3,8,6,0,6,2,1,2,3,0,0,0,49,CID,11,10,11,17
MANIPUR,CID,2021,0,2,4,0,0,3,5,4,5,0,8,2,2,0,3,2,1,3,6,2,0,4,5,5,0,0,0,2,1,69,CID,18,17,17,11
MANIPUR,CID,2022,3,0,0,0,0,2,1,2,1,1,1,0,0,4,4,4,0,3,9,6,1,6,2,1,2,1,1,0,0,55,CID,11,11,14,18
MANIPUR,CID,2022,1,2,6,1,1,5,5,3,6,0,9,3,2,1,2,2,2,4,9,1,1,4,6,3,0,0,0,2,0,81,CID,24,19,19,14
MANIPUR,CID,2023,2,1,0,1,0,3,0,2,3,2,0,1,0,3,7,5,1,3,11,6,0,6,3,0,2,0,2,0,3,67,CID,14,13,18,20
MANIPUR,CID,2023,3,2,4,1,1,6,5,1,6,2,9,3,2,2,1,0,2,4,8,2,1,3,7,6,0,0,1,2,0,84,CID,24,23,19,14
MANIPUR,IMPHAL EAST,2006,31,57,0,3,0,3,26,21,5,0,0,0,8,51,10,41,9,1,5,1,39,56,0,14,0,0,0,0,233,614,IMPHAL EAST,156,41,110,7
MANIPUR,IMPHAL EAST,2007,41,89,0,1,0,1,28,19,9,0,81,1,7,70,13,57,13,1,6,0,15,68,0,4,0,1,0,0,182,707,IMPHAL EAST,212,26,229,7
MANIPUR,IMPHAL EAST,2008,30,103,1,9,0,9,43,24,19,0,78,1,15,78,25,53,4,5,39,0,4,59,0,14,0,5,0,0,237,855,IMPHAL EAST,206,61,250,44
MANIPUR,IMPHAL EAST,2009,29,106,1,7,0,7,56,36,20,0,59,1,8,70,46,24,15,2,17,0,21,46,0,12,0,4,0,0,161,748,IMPHAL EAST,204,66,208,19
MANIPUR,IMPHAL EAST,2010,19,51,0,6,0,6,43,23,20,0,67,0,8,64,36,28,8,2,6,2,10,46,0,4,0,3,0,0,137,589,IMPHAL EAST,130,42,203,10
MANIPUR,IMPHAL EAST,2011,17,37,0,11,0,11,36,28,8,0,48,1,11,76,58,18,12,7,22,0,10,71,0,7,0,8,0,0,135,632,IMPHAL EAST,148,65,212,29
MANIPUR,IMPHAL EAST,2012,10,91,1,10,0,10,46,36,10,0,40,1,8,199,176,23,16,12,28,0,14,44,0,10,0,11,0,0,168,964,IMPHAL EAST,172,77,447,40
MANIPUR,IMPHAL EAST,2013,8,39,1,12,0,12,48,34,14,0,29,0,11,184,154,30,23,7,22,0,10,42,0,9,0,8,0,0,124,821,IMPHAL EAST,125,75,408,29
MANIPUR,IMPHAL EAST,2014,9,96,0,13,0,10,43,34,11,0,36,0,8,242,209,22,19,14,32,1,13,39,0,10,0,13,2,1,177,1054,IMPHAL EAST,177,82,517,47
MANIPUR,IMPHAL EAST,2014,7,38,1,13,0,12,50,34,14,0,30,0,11,185,148,32,24,7,23,1,10,45,0,9,0,9,1,1,125,830,IMPHAL EAST,129,78,406,31
MANIPUR,IMPHAL EAST,2015,7,98,0,17,0,13,45,34,11,0,33,0,8,301,250,22,20,16,37,1,12,36,0,9,0,15,2,1,186,1174,IMPHAL EAST,179,90,614,54
MANIPUR,IMPHAL EAST,2015,6,37,0,12,0,12,50,36,14,2,32,0,11,186,143,32,25,6,26,1,10,46,1,10,0,8,1,0,137,844,IMPHAL EAST,127,80,406,33
MANIPUR,IMPHAL EAST,2016,7,84,2,20,0,15,40,36,12,2,29,0,8,335,297,22,20,19,42,2,12,38,0,7,1,18,3,1,176,1248,IMPHAL EAST,172,100,693,63
MANIPUR,IMPHAL EAST,2016,6,42,0,15,1,12,51,37,16,0,31,0,14,195,144,32,26,7,28,2,10,48,2,11,0,6,2,2,149,889,IMPHAL EAST,141,86,416,37
MANIPUR,IMPHAL EAST,2017,4,80,2,22,2,17,34,37,11,3,28,0,8,404,364,21,22,23,52,3,10,38,1,5,4,22,6,0,184,1407,IMPHAL EAST,169,116,828,78
MANIPUR,IMPHAL EAST,2017,8,44,0,14,2,11,55,39,17,1,32,2,16,204,163,34,29,6,28,2,9,50,0,12,1,6,4,3,145,937,IMPHAL EAST,148,89,452,36
MANIPUR,IMPHAL EAST,2018,5,87,0,25,2,21,34,40,11,3,28,0,9,455,418,19,24,26,59,3,8,37,1,3,3,26,6,0,186,1539,IMPHAL EAST,179,127,932,88
MANIPUR,IMPHAL EAST,2018,8,43,0,14,1,11,59,42,16,3,32,2,17,198,174,37,31,8,29,2,10,51,0,12,3,5,4,3,143,958,IMPHAL EAST,150,92,463,39
MANIPUR,IMPHAL EAST,2019,4,76,0,28,4,24,30,39,9,4,25,0,9,542,514,20,25,28,58,2,9,37,1,3,4,31,7,1,180,1714,IMPHAL EAST,172,141,1114,88
MANIPUR,IMPHAL EAST,2019,7,44,0,16,0,11,59,42,16,4,34,4,19,219,193,39,32,8,29,3,11,53,0,13,3,6,2,4,144,1015,IMPHAL EAST,156,93,512,40
MANIPUR,IMPHAL EAST,2020,4,72,0,32,5,28,29,35,8,4,23,0,10,581,586,18,24,32,69,2,9,36,1,3,4,39,6,1,182,1843,IMPHAL EAST,170,153,1222,103
MANIPUR,IMPHAL EAST,2020,7,46,0,16,2,11,58,44,17,6,34,3,19,219,182,37,36,8,31,3,13,58,0,14,4,7,1,5,152,1033,IMPHAL EAST,168,99,500,42
MANIPUR,IMPHAL EAST,2021,4,68,1,39,6,31,26,38,9,6,22,1,8,634,695,19,29,38,82,3,6,37,1,3,4,48,7,1,173,2039,IMPHAL EAST,180,177,1385,123
MANIPUR,IMPHAL EAST,2021,7,47,0,16,1,13,58,46,16,8,35,4,21,224,189,39,41,10,30,4,12,59,1,14,3,7,2,4,159,1070,IMPHAL EAST,175,103,520,44
MANIPUR,IMPHAL EAST,2022,2,68,1,44,6,35,25,37,7,7,18,1,7,711,768,20,29,46,92,4,5,39,2,4,4,55,8,2,167,2214,IMPHAL EAST,187,195,1532,142
MANIPUR,IMPHAL EAST,2022,9,51,0,18,0,14,60,46,17,8,38,5,20,227,188,40,39,8,29,2,13,64,1,16,2,7,3,5,157,1087,IMPHAL EAST,187,107,526,39
MANIPUR,IMPHAL EAST,2023,2,64,2,49,6,38,23,36,7,7,16,0,6,757,899,22,30,56,105,5,2,38,3,4,3,64,8,2,165,2419,IMPHAL EAST,190,211,1707,166
MANIPUR,IMPHAL EAST,2023,9,50,0,18,1,13,60,48,18,7,40,6,21,228,195,44,46,8,31,1,16,62,1,18,2,7,3,4,160,1117,IMPHAL EAST,190,111,541,40
MANIPUR,IMPHAL WEST,2006,41,74,0,9,0,9,51,29,22,1,19,5,34,148,86,62,22,15,40,6,39,106,0,15,0,5,0,0,428,1266,IMPHAL WEST,252,67,355,61
MANIPUR,IMPHAL WEST,2007,61,130,0,7,0,7,64,37,27,1,42,3,30,228,100,128,18,11,40,2,16,138,0,28,0,11,0,0,408,1537,IMPHAL WEST,354,90,532,53
MANIPUR,IMPHAL WEST,2008,42,192,2,12,0,12,60,31,29,0,55,0,27,219,138,81,18,17,38,1,15,86,1,22,0,7,0,1,376,1482,IMPHAL WEST,354,85,520,56
MANIPUR,IMPHAL WEST,2009,32,156,0,8,0,8,52,30,22,0,48,2,37,239,207,32,17,11,29,1,16,72,0,9,1,9,0,0,332,1370,IMPHAL WEST,285,65,565,41
MANIPUR,IMPHAL WEST,2010,18,114,0,10,0,10,71,45,26,0,42,0,28,232,178,54,25,11,30,3,7,71,0,12,0,3,0,1,389,1380,IMPHAL WEST,239,80,534,44
MANIPUR,IMPHAL WEST,2011,24,118,2,17,0,17,61,45,16,0,39,2,14,496,422,74,22,23,53,11,13,83,1,11,0,8,0,1,398,1971,IMPHAL WEST,268,99,1047,87
MANIPUR,IMPHAL WEST,2012,14,149,3,18,0,18,72,47,25,0,25,1,17,520,456,64,19,21,49,2,14,122,0,21,0,9,0,1,408,2095,IMPHAL WEST,326,113,1083,72
MANIPUR,IMPHAL WEST,2013,28,64,1,26,0,26,55,42,13,0,30,3,20,493,444,49,15,17,45,1,5,107,0,34,0,9,0,1,412,1940,IMPHAL WEST,242,137,1039,63
MANIPUR,IMPHAL WEST,2014,14,153,5,21,0,21,81,52,24,1,23,1,15,602,530,75,21,24,54,2,15,132,2,25,0,9,1,2,408,2313,IMPHAL WEST,350,131,1247,80
MANIPUR,IMPHAL WEST,2014,29,69,2,25,0,29,58,44,15,0,31,4,20,559,430,49,15,19,45,1,7,110,0,38,0,10,0,3,415,2027,IMPHAL WEST,253,146,1093,65
MANIPUR,IMPHAL WEST,2015,13,148,8,24,0,28,90,63,27,1,22,1,14,680,608,85,22,28,61,4,16,146,4,29,0,8,2,2,417,2551,IMPHAL WEST,367,158,1411,93
MANIPUR,IMPHAL WEST,2015,30,70,2,24,1,31,57,43,15,1,34,5,21,555,449,50,16,20,48,0,8,115,0,42,0,9,0,5,430,2081,IMPHAL WEST,262,150,1115,68
MANIPUR,IMPHAL WEST,2016,14,143,9,28,0,29,87,71,27,1,21,3,13,801,761,100,22,32,72,4,16,163,5,32,0,7,3,3,462,2929,IMPHAL WEST,387,175,1700,108
MANIPUR,IMPHAL WEST,2016,30,73,2,25,1,33,58,43,18,0,36,4,21,535,459,49,17,21,51,0,6,112,2,43,0,11,0,6,444,2100,IMPHAL WEST,267,158,1104,72
MANIPUR,IMPHAL WEST,2017,13,142,12,35,1,31,95,81,31,1,19,7,11,867,839,113,25,38,87,8,15,188,6,40,0,6,4,4,475,3194,IMPHAL WEST,425,204,1857,133
MANIPUR,IMPHAL WEST,2017,30,73,2,27,1,34,53,42,17,0,35,7,23,536,496,48,16,24,49,1,5,117,1,45,1,10,0,6,485,2184,IMPHAL WEST,272,161,1145,74
MANIPUR,IMPHAL WEST,2018,13,150,12,43,0,37,112,93,32,1,16,6,10,1009,1039,132,26,49,93,9,15,215,7,47,1,8,3,6,511,3695,IMPHAL WEST,472,239,2213,151
MANIPUR,IMPHAL WEST,2018,32,77,3,29,0,36,55,46,18,0,37,7,22,579,521,48,17,25,48,3,5,125,2,44,0,8,0,7,507,2301,IMPHAL WEST,292,165,1214,76
MANIPUR,IMPHAL WEST,2019,13,154,13,46,0,45,126,107,36,1,14,4,9,1156,1193,151,25,52,106,11,13,242,6,55,2,9,4,9,555,4157,IMPHAL WEST,508,274,2528,169
MANIPUR,IMPHAL WEST,2019,31,83,2,31,0,38,60,47,17,0,40,7,21,587,493,49,18,24,54,4,7,125,3,47,0,8,2,6,533,2337,IMPHAL WEST,299,176,1197,82
MANIPUR,IMPHAL WEST,2020,13,160,17,48,1,51,135,129,38,0,12,4,8,1373,1324,164,29,59,127,11,14,283,7,63,0,8,2,10,612,4702,IMPHAL WEST,567,309,2885,197
MANIPUR,IMPHAL WEST,2020,33,84,2,33,0,41,62,49,18,0,43,7,22,593,519,53,19,26,53,3,7,125,1,46,0,7,2,6,546,2400,IMPHAL WEST,303,179,1237,82
MANIPUR,IMPHAL WEST,2021,11,148,21,56,1,62,160,141,39,0,12,4,7,1443,1509,166,30,68,156,13,12,314,8,67,0,8,2,13,615,5086,IMPHAL WEST,601,345,3141,237
MANIPUR,IMPHAL WEST,2021,33,83,2,33,0,46,59,52,19,1,45,7,23,589,549,56,19,28,59,4,8,123,1,47,0,7,2,7,574,2476,IMPHAL WEST,301,188,1270,91
MANIPUR,IMPHAL WEST,2022,10,145,24,63,0,67,164,168,43,1,11,4,7,1704,1755,188,27,76,180,16,12,376,7,82,1,9,2,16,631,5789,IMPHAL WEST,668,399,3670,272
MANIPUR,IMPHAL WEST,2022,32,82,1,41,2,45,65,57,20,1,44,7,25,563,543,57,19,29,63,5,9,130,1,43,1,7,2,7,560,2461,IMPHAL WEST,313,199,1240,97
MANIPUR,IMPHAL WEST,2023,9,136,27,74,0,80,180,195,49,1,10,3,5,2067,2017,215,27,84,216,18,13,450,6,93,2,9,2,22,625,6635,IMPHAL WEST,751,461,4318,318
MANIPUR,IMPHAL WEST,2023,35,85,3,45,3,44,65,57,21,2,45,8,27,559,549,57,20,29,65,5,10,131,0,46,3,6,3,6,579,2508,IMPHAL WEST,325,207,1247,99
MANIPUR,IMPHAL(EAST),2001,29,29,2,7,0,7,13,6,7,0,0,1,12,28,16,12,24,6,16,5,8,26,0,2,0,1,0,0,128,385,IMPHAL(EAST),117,23,69,27
MANIPUR,IMPHAL(EAST),2002,24,27,3,4,0,4,25,20,5,2,0,0,7,39,22,17,8,2,11,4,6,50,0,9,0,0,0,0,170,459,IMPHAL(EAST),116,37,87,17
MANIPUR,IMPHAL(EAST),2003,25,32,1,3,0,3,18,10,8,0,0,1,9,44,29,15,18,2,8,0,5,64,0,2,0,0,0,0,226,523,IMPHAL(EAST),143,18,98,10
MANIPUR,IMPHAL(EAST),2004,24,30,0,7,0,7,23,16,7,0,0,1,7,27,9,18,28,1,85,0,21,47,0,2,0,0,0,0,164,524,IMPHAL(EAST),136,32,62,86
MANIPUR,IMPHAL(EAST),2005,38,50,0,4,0,4,28,21,7,0,0,1,6,31,6,25,5,2,50,1,20,62,0,3,0,1,0,0,221,586,IMPHAL(EAST),159,33,69,53
MANIPUR,IMPHAL(EAST),2014,45,60,0,6,0,3,27,20,7,0,1,0,6,27,6,30,3,2,59,0,24,67,0,4,0,1,0,2,244,644,IMPHAL(EAST),183,34,70,61
MANIPUR,IMPHAL(EAST),2015,53,70,0,7,1,3,30,20,7,2,1,0,6,28,6,35,5,2,73,0,27,71,0,4,0,0,1,3,277,732,IMPHAL(EAST),209,36,78,75
MANIPUR,IMPHAL(EAST),2016,61,82,0,7,2,2,32,20,7,3,0,1,6,25,5,39,5,4,82,0,31,70,1,2,0,0,2,4,306,799,IMPHAL(EAST),230,36,79,86
MANIPUR,IMPHAL(EAST),2017,73,92,1,7,3,1,34,21,7,2,1,4,7,24,4,45,7,3,92,1,36,77,2,2,0,1,1,4,324,876,IMPHAL(EAST),263,38,87,96
MANIPUR,IMPHAL(EAST),2018,79,103,1,8,5,2,37,23,8,1,1,5,8,23,4,50,5,3,103,1,41,89,2,1,0,2,0,5,357,967,IMPHAL(EAST),292,43,92,107
MANIPUR,IMPHAL(EAST),2019,96,110,0,7,5,2,38,22,9,2,1,5,8,23,4,58,5,3,109,0,49,100,2,2,1,2,0,7,379,1049,IMPHAL(EAST),327,43,101,112
MANIPUR,IMPHAL(EAST),2020,113,133,1,9,5,2,37,23,10,3,0,7,7,20,2,69,4,2,126,1,60,101,4,1,1,3,0,7,444,1195,IMPHAL(EAST),372,48,108,129
MANIPUR,IMPHAL(EAST),2021,130,161,0,9,5,1,38,23,12,4,2,7,8,18,0,78,4,4,149,0,70,111,4,1,1,4,0,8,550,1402,IMPHAL(EAST),427,48,117,153
MANIPUR,IMPHAL(EAST),2022,157,196,0,9,7,1,42,25,14,4,4,6,8,17,0,89,4,3,180,0,81,115,4,1,2,4,0,6,580,1559,IMPHAL(EAST),491,53,128,183
MANIPUR,IMPHAL(EAST),2023,187,217,0,9,5,1,45,24,17,5,4,7,7,18,2,101,1,3,208,0,90,119,5,0,3,5,1,7,638,1729,IMPHAL(EAST),545,53,144,211
MANIPUR,IMPHAL(WEST),2001,44,42,2,7,0,7,48,37,11,1,0,2,38,121,52,69,83,18,25,9,27,75,0,17,0,3,0,1,521,1260,IMPHAL(WEST),254,71,283,52
MANIPUR,IMPHAL(WEST),2002,32,51,0,3,0,3,44,36,8,0,0,0,20,162,92,70,26,13,29,5,28,128,0,31,0,5,0,0,433,1219,IMPHAL(WEST),240,78,344,47
MANIPUR,IMPHAL(WEST),2003,28,35,1,5,0,5,41,24,17,2,0,1,37,131,92,39,32,8,25,7,25,91,0,22,0,1,0,4,445,1118,IMPHAL(WEST),196,57,302,40
MANIPUR,IMPHAL(WEST),2004,28,58,1,9,0,9,38,26,12,1,0,1,40,142,98,44,55,13,42,2,25,106,0,19,0,0,0,34,439,1242,IMPHAL(WEST),291,63,326,57
MANIPUR,IMPHAL(WEST),2005,49,68,1,10,0,10,41,28,13,0,0,4,38,138,82,56,12,18,40,8,58,107,0,12,0,3,0,3,448,1247,IMPHAL(WEST),250,63,318,66
MANIPUR,IMPHAL(WEST),2014,57,81,1,12,1,9,42,24,14,0,1,5,46,138,68,53,12,21,47,9,67,101,1,11,0,3,0,5,499,1328,IMPHAL(WEST),270,61,311,77
MANIPUR,IMPHAL(WEST),2015,68,84,1,13,1,9,42,24,16,1,0,5,53,126,64,50,13,25,55,11,75,98,2,11,0,1,0,3,462,1313,IMPHAL(WEST),282,61,299,91
MANIPUR,IMPHAL(WEST),2016,81,103,0,14,1,11,39,20,20,0,0,9,59,133,60,47,12,28,61,11,88,95,2,12,0,3,0,2,456,1367,IMPHAL(WEST),309,63,308,100
MANIPUR,IMPHAL(WEST),2017,97,115,2,16,0,12,37,21,22,0,0,10,73,128,58,41,11,34,63,13,101,88,2,12,0,5,0,1,455,1417,IMPHAL(WEST),332,68,310,110
MANIPUR,IMPHAL(WEST),2018,113,125,3,18,0,13,38,20,26,0,1,11,92,114,56,36,10,36,71,15,116,80,3,12,0,4,0,2,423,1438,IMPHAL(WEST),354,70,310,122
MANIPUR,IMPHAL(WEST),2019,128,134,3,22,1,14,38,19,29,0,1,14,105,115,58,33,10,42,76,16,143,79,3,12,0,3,0,3,428,1529,IMPHAL(WEST),382,74,326,134
MANIPUR,IMPHAL(WEST),2020,154,150,2,25,2,16,36,18,35,0,1,17,119,110,56,30,12,45,89,19,167,73,3,12,1,2,0,5,414,1613,IMPHAL(WEST),424,79,333,153
MANIPUR,IMPHAL(WEST),2021,165,165,3,29,1,20,35,18,40,4,0,21,147,110,55,28,12,52,100,21,201,69,3,10,3,1,0,6,421,1740,IMPHAL(WEST),452,85,365,173
MANIPUR,IMPHAL(WEST),2022,184,175,3,33,1,24,35,19,46,4,0,22,169,98,54,25,10,58,117,25,235,68,4,10,3,2,1,8,421,1854,IMPHAL(WEST),485,97,372,200
MANIPUR,IMPHAL(WEST),2023,222,194,4,36,0,28,33,19,58,5,0,25,183,97,56,21,9,70,138,29,259,63,5,8,3,2,0,10,420,1997,IMPHAL(WEST),543,101,387,237
MANIPUR,SENAPATI,2001,27,10,0,0,0,0,6,0,6,0,0,1,2,9,0,9,2,3,1,1,2,1,0,0,0,0,0,0,111,191,SENAPATI,40,0,21,5
MANIPUR,SENAPATI,2002,13,11,0,0,0,0,1,0,1,0,0,0,2,6,0,6,2,2,2,0,0,0,0,0,0,0,0,0,91,137,SENAPATI,26,0,14,4
MANIPUR,SENAPATI,2003,17,13,2,0,0,0,7,1,6,1,0,1,1,3,0,3,5,1,4,0,4,3,0,0,0,0,0,0,70,142,SENAPATI,40,1,9,5
MANIPUR,SENAPATI,2004,7,11,0,0,0,0,7,0,7,0,0,1,1,8,0,8,5,6,2,0,0,0,0,0,0,0,0,0,69,132,SENAPATI,23,0,18,8
MANIPUR,SENAPATI,2005,10,12,0,0,0,0,3,0,3,0,0,1,1,7,0,7,0,1,3,0,19,3,0,0,0,0,0,1,59,130,SENAPATI,26,0,16,4
MANIPUR,SENAPATI,2006,13,7,1,0,0,0,6,0,6,1,0,1,0,19,2,17,2,2,0,1,0,1,0,0,0,0,0,0,54,133,SENAPATI,24,0,40,3
MANIPUR,SENAPATI,2007,17,15,0,1,0,1,8,2,6,0,10,5,0,12,0,12,6,0,2,1,14,5,0,0,0,0,0,0,49,166,SENAPATI,44,4,39,3
MANIPUR,SENAPATI,2008,14,6,0,2,0,2,6,0,6,0,12,3,4,23,2,21,6,0,0,0,1,10,0,0,0,0,0,1,51,170,SENAPATI,39,4,65,0
MANIPUR,SENAPATI,2009,7,27,0,1,0,1,6,0,6,0,12,0,3,16,1,15,2,0,5,0,1,7,0,1,0,0,0,0,51,162,SENAPATI,44,3,47,5
MANIPUR,SENAPATI,2010,5,8,0,1,0,1,22,2,20,0,23,0,4,28,5,23,6,2,2,0,17,2,0,0,0,0,0,0,57,228,SENAPATI,22,4,83,4
MANIPUR,SENAPATI,2011,3,11,0,0,0,0,5,1,4,1,10,1,7,16,8,8,9,0,5,0,30,3,0,0,0,0,0,0,60,182,SENAPATI,26,1,51,5
MANIPUR,SENAPATI,2012,2,19,0,2,0,2,22,3,19,8,32,1,3,13,0,13,3,3,5,0,7,4,0,1,0,0,0,0,51,213,SENAPATI,30,8,70,8
MANIPUR,SENAPATI,2013,11,7,1,0,0,0,12,3,9,0,14,0,2,18,4,14,1,1,7,0,3,2,0,0,0,1,0,0,43,153,SENAPATI,22,4,52,8
MANIPUR,SENAPATI,2014,1,19,1,2,0,2,26,3,22,8,38,2,4,12,0,11,3,3,5,1,10,0,0,1,0,0,0,0,51,225,SENAPATI,26,8,75,9
MANIPUR,SENAPATI,2014,10,7,3,0,0,0,12,1,9,0,13,0,4,19,2,14,2,1,7,0,2,2,0,0,1,1,3,0,45,158,SENAPATI,24,6,52,8
MANIPUR,SENAPATI,2015,1,18,0,3,2,0,31,5,24,9,44,2,5,12,0,14,3,4,7,0,11,0,0,1,1,3,0,1,49,250,SENAPATI,26,15,86,11
MANIPUR,SENAPATI,2015,11,7,4,0,0,0,11,1,10,0,13,1,4,20,0,14,1,1,6,0,0,1,0,0,2,0,3,0,48,158,SENAPATI,24,6,52,7
MANIPUR,SENAPATI,2016,1,16,0,2,3,0,35,6,28,10,55,3,4,12,0,12,4,3,8,0,13,0,1,0,0,6,0,3,52,277,SENAPATI,27,18,96,11
MANIPUR,SENAPATI,2016,13,8,4,0,0,1,12,3,8,1,15,0,4,21,0,15,1,1,7,0,0,1,1,0,2,0,4,0,49,171,SENAPATI,28,11,56,8
MANIPUR,SENAPATI,2017,0,13,0,3,4,0,39,9,34,11,63,4,3,11,0,12,5,3,7,0,15,1,3,1,0,5,0,5,51,302,SENAPATI,30,25,104,10
MANIPUR,SENAPATI,2017,14,7,3,0,0,2,12,3,7,0,15,0,4,23,1,15,0,2,7,0,0,1,2,1,2,2,3,1,51,178,SENAPATI,28,15,58,9
MANIPUR,SENAPATI,2018,0,13,0,5,4,0,49,11,41,14,76,4,4,11,1,11,6,4,8,0,16,3,3,2,0,3,2,6,53,350,SENAPATI,36,30,121,12
MANIPUR,SENAPATI,2018,14,8,3,0,1,3,16,3,9,0,17,0,6,24,0,14,0,1,8,1,1,2,1,1,3,2,3,0,52,193,SENAPATI,28,17,61,10
MANIPUR,SENAPATI,2019,0,12,0,6,5,1,57,12,43,17,84,6,6,11,2,11,8,5,7,1,21,3,2,1,1,3,3,7,56,391,SENAPATI,38,34,137,13
MANIPUR,SENAPATI,2019,15,8,2,0,0,5,15,4,10,0,17,0,6,24,3,14,1,2,8,3,1,3,1,0,4,3,4,0,60,213,SENAPATI,30,21,64,13
MANIPUR,SENAPATI,2020,0,11,0,6,7,0,69,15,51,18,95,6,5,12,4,11,11,4,7,3,25,2,2,0,1,4,4,5,60,438,SENAPATI,37,39,151,14
MANIPUR,SENAPATI,2020,15,8,3,1,0,3,14,4,10,0,17,0,7,22,1,14,1,3,7,5,2,2,0,1,6,3,4,0,62,215,SENAPATI,30,22,61,15
MANIPUR,SENAPATI,2021,0,9,1,7,7,2,83,17,58,18,105,5,5,10,3,11,12,3,6,5,29,2,2,0,1,6,6,6,63,482,SENAPATI,39,48,157,14
MANIPUR,SENAPATI,2021,14,9,4,1,1,4,15,5,10,0,16,1,7,23,1,15,1,2,8,4,4,1,0,1,5,3,4,0,54,213,SENAPATI,30,24,63,14
MANIPUR,SENAPATI,2022,0,8,0,7,9,4,94,19,70,20,121,7,5,8,2,9,14,2,6,6,33,2,3,0,2,6,5,6,66,534,SENAPATI,40,55,172,14
MANIPUR,SENAPATI,2022,14,11,4,3,0,5,14,7,10,1,17,0,7,22,0,15,1,2,9,3,5,1,0,1,5,1,5,0,54,217,SENAPATI,34,27,62,14
MANIPUR,SENAPATI,2023,2,8,0,10,9,7,108,20,81,21,131,6,4,8,2,7,18,0,5,6,40,2,3,1,2,7,5,8,63,584,SENAPATI,51,64,179,11
MANIPUR,SENAPATI,2023,14,11,5,4,0,5,14,6,10,2,19,1,7,23,0,17,1,2,8,1,6,1,1,0,4,1,6,0,61,230,SENAPATI,37,27,69,11
MANIPUR,TAMENGLONG,2001,2,1,0,0,0,0,0,0,0,0,0,0,1,4,0,4,0,0,0,0,3,2,0,0,0,0,0,1,0,18,TAMENGLONG,6,0,9,0
MANIPUR,TAMENGLONG,2002,3,3,0,0,0,0,4,0,4,0,0,0,0,6,0,6,0,0,0,0,2,2,0,0,0,0,0,0,8,38,TAMENGLONG,8,0,12,0
MANIPUR,TAMENGLONG,2003,3,3,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,1,1,0,0,0,0,0,0,11,29,TAMENGLONG,7,0,10,0
MANIPUR,TAMENGLONG,2004,1,1,0,0,0,0,5,0,5,0,0,0,0,7,0,7,0,1,1,0,0,0,0,0,0,0,0,0,21,49,TAMENGLONG,2,0,14,2
MANIPUR,TAMENGLONG,2005,7,2,0,1,0,1,1,0,1,0,0,0,0,4,0,4,2,0,1,0,8,3,0,0,0,0,0,0,18,53,TAMENGLONG,15,2,8,1
MANIPUR,TAMENGLONG,2006,9,5,0,0,0,0,0,0,0,0,1,0,0,6,0,6,2,0,0,0,5,0,0,0,0,0,0,1,11,46,TAMENGLONG,17,0,13,0
MANIPUR,TAMENGLONG,2007,3,4,0,0,0,0,2,0,2,0,0,0,0,5,1,4,2,0,0,0,1,1,0,0,0,0,0,0,20,45,TAMENGLONG,10,0,10,0
MANIPUR,TAMENGLONG,2008,3,3,0,0,0,0,2,0,2,0,2,0,0,4,1,3,1,0,0,0,0,2,0,0,0,0,0,0,10,33,TAMENGLONG,9,0,10,0
MANIPUR,TAMENGLONG,2009,5,5,0,0,0,0,0,0,0,0,3,0,0,2,0,2,2,1,1,0,1,4,0,0,0,0,0,0,11,37,TAMENGLONG,16,0,7,2
MANIPUR,TAMENGLONG,2010,0,1,0,0,0,0,1,0,1,0,6,0,0,6,0,6,3,0,0,0,9,2,0,0,0,0,0,0,19,54,TAMENGLONG,6,0,18,0
MANIPUR,TAMENGLONG,2011,4,0,0,0,0,0,0,0,0,0,5,2,0,1,0,1,1,1,2,0,12,5,0,1,0,0,0,0,19,54,TAMENGLONG,10,1,9,3
MANIPUR,TAMENGLONG,2012,11,5,0,1,0,1,7,1,6,0,16,0,0,3,1,2,4,0,2,0,3,3,0,0,0,0,0,0,18,84,TAMENGLONG,24,3,22,2
MANIPUR,TAMENGLONG,2013,3,12,0,0,0,0,6,2,4,0,25,0,1,7,1,6,2,1,2,0,3,3,0,1,0,0,0,0,24,103,TAMENGLONG,20,3,40,3
MANIPUR,TAMENGLONG,2014,12,6,0,0,0,1,8,2,7,0,21,1,0,3,1,4,4,0,2,0,4,4,0,0,0,0,0,0,19,99,TAMENGLONG,26,3,30,2
