state_ut,district,year,voilent_crime_total,women_crime_total,property_crime_total,economic_crime_total,total_ipc_crimes
MADHYA PRADESH,KHARGON,2010,653,412,923,24,4595
MADHYA PRADESH,KHARGON,2011,547,299,914,31,4307
MADHYA PRADESH,KHARGON,2012,665,384,914,22,4628
MADHYA PRADESH,KHARGON,2013,650,731,1104,15,5512
MADHYA PRADESH,KHARGON,2014,728,440,871,29,4671
MADHYA PRADESH,KHARGON,2014,635,741,1147,15,5802
MADHYA PRADESH,KHARGON,2015,795,495,825,32,4735
MADHYA PRADESH,KHARGON,2015,671,745,1103,16,5869
MADHYA PRADESH,KHARGON,2016,850,524,809,35,4843
MADHYA PRADESH,KHARGON,2016,680,757,1115,16,6201
MADHYA PRADESH,KHARGON,2017,913,590,748,41,4943
MADHYA PRADESH,KHARGON,2017,724,758,1184,16,6429
MADHYA PRADESH,KHARGON,2018,974,662,716,48,5200
MADHYA PRADESH,KHARGON,2018,753,779,1190,20,6728
MADHYA PRADESH,KHARGON,2019,1125,715,689,53,5390
MADHYA PRADESH,KHARGON,2019,801,793,1204,23,7088
MADHYA PRADESH,KHARGON,2020,1274,792,664,60,5913
MADHYA PRADESH,KHARGON,2020,823,798,1233,23,7278
MADHYA PRADESH,KHARGON,2021,1412,855,642,64,5970
MADHYA PRADESH,KHARGON,2021,863,818,1297,22,7264
MADHYA PRADESH,KHARGON,2022,1535,963,639,67,6313
MADHYA PRADESH,KHARGON,2022,877,829,1329,22,7496
MADHYA PRADESH,KHARGON,2023,1742,1084,656,73,6746
MADHYA PRADESH,KHARGON,2023,878,818,1332,21,8097
MADHYA PRADESH,MANDLA,2001,618,357,435,31,2311
MADHYA PRADESH,MANDLA,2002,522,253,316,13,1969
MADHYA PRADESH,MANDLA,2003,511,284,323,21,2301
MADHYA PRADESH,MANDLA,2004,516,252,226,15,2098
MADHYA PRADESH,MANDLA,2005,508,229,204,11,1594
MADHYA PRADESH,MANDLA,2006,518,248,200,15,1689
MADHYA PRADESH,MANDLA,2007,480,213,251,11,1778
MADHYA PRADESH,MANDLA,2008,526,226,201,10,2031
MADHYA PRADESH,MANDLA,2009,419,188,201,13,1763
MADHYA PRADESH,MANDLA,2010,548,215,151,24,1926
MADHYA PRADESH,MANDLA,2011,497,279,200,29,2345
MADHYA PRADESH,MANDLA,2012,483,307,215,18,2422
MADHYA PRADESH,MANDLA,2013,480,353,172,14,2061
MADHYA PRADESH,MANDLA,2014,509,357,217,20,2695
MADHYA PRADESH,MANDLA,2014,501,353,173,16,2091
MADHYA PRADESH,MANDLA,2015,525,417,230,22,3039
MADHYA PRADESH,MANDLA,2015,505,364,182,18,2175
MADHYA PRADESH,MANDLA,2016,546,477,251,23,3397
MADHYA PRADESH,MANDLA,2016,510,367,186,21,2133
MADHYA PRADESH,MANDLA,2017,589,566,248,24,3848
MADHYA PRADESH,MANDLA,2017,526,384,201,20,2214
MADHYA PRADESH,MANDLA,2018,621,680,258,25,4320
MADHYA PRADESH,MANDLA,2018,565,405,210,21,2327
MADHYA PRADESH,MANDLA,2019,654,795,279,25,4944
MADHYA PRADESH,MANDLA,2019,579,390,220,22,2330
MADHYA PRADESH,MANDLA,2020,696,905,299,30,5586
MADHYA PRADESH,MANDLA,2020,609,397,232,23,2427
MADHYA PRADESH,MANDLA,2021,738,994,320,32,6163
MADHYA PRADESH,MANDLA,2021,629,412,246,21,2572
MADHYA PRADESH,MANDLA,2022,808,1133,341,33,7014
MADHYA PRADESH,MANDLA,2022,630,430,240,24,2583
MADHYA PRADESH,MANDLA,2023,879,1294,381,37,8104
MADHYA PRADESH,MANDLA,2023,654,443,241,24,2696
MADHYA PRADESH,MANDSAUR,2001,584,237,1120,43,3116
MADHYA PRADESH,MANDSAUR,2002,604,300,1014,57,3280
MADHYA PRADESH,MANDSAUR,2003,528,291,1095,58,3228
MADHYA PRADESH,MANDSAUR,2004,572,313,1244,37,3557
MADHYA PRADESH,MANDSAUR,2005,549,301,974,42,3473
MADHYA PRADESH,MANDSAUR,2006,571,303,950,47,3611
MADHYA PRADESH,MANDSAUR,2007,567,301,756,48,3607
MADHYA PRADESH,MANDSAUR,2008,589,298,829,47,3751
MADHYA PRADESH,MANDSAUR,2009,507,347,830,53,3838
MADHYA PRADESH,MANDSAUR,2010,417,320,698,59,3560
MADHYA PRADESH,MANDSAUR,2011,517,294,834,85,3931
MADHYA PRADESH,MANDSAUR,2012,417,317,771,112,3852
MADHYA PRADESH,MANDSAUR,2013,475,485,765,64,4196
MADHYA PRADESH,MANDSAUR,2014,426,318,762,118,3923
MADHYA PRADESH,MANDSAUR,2014,499,507,768,70,4458
MADHYA PRADESH,MANDSAUR,2015,446,335,734,136,4063
MADHYA PRADESH,MANDSAUR,2015,515,524,814,70,4572
MADHYA PRADESH,MANDSAUR,2016,469,329,686,146,4339
MADHYA PRADESH,MANDSAUR,2016,531,530,812,72,4645
MADHYA PRADESH,MANDSAUR,2017,476,339,683,162,4429
MADHYA PRADESH,MANDSAUR,2017,546,549,857,70,4857
MADHYA PRADESH,MANDSAUR,2018,501,346,694,183,4647
MADHYA PRADESH,MANDSAUR,2018,535,574,862,67,5029
MADHYA PRADESH,MANDSAUR,2019,534,357,679,206,4819
MADHYA PRADESH,MANDSAUR,2019,551,593,823,71,4939
MADHYA PRADESH,MANDSAUR,2020,556,360,694,233,5060
MADHYA PRADESH,MANDSAUR,2020,570,602,896,67,5039
MADHYA PRADESH,MANDSAUR,2021,577,373,675,272,5284
MADHYA PRADESH,MANDSAUR,2021,614,571,889,73,5208
MADHYA PRADESH,MANDSAUR,2022,639,366,641,324,5638
MADHYA PRADESH,MANDSAUR,2022,624,588,873,72,5422
MADHYA PRADESH,MANDSAUR,2023,691,383,600,359,5823
MADHYA PRADESH,MANDSAUR,2023,651,590,897,76,5400
MADHYA PRADESH,MORENA,2001,1466,230,1604,17,5863
MADHYA PRADESH,MORENA,2002,1799,253,1523,30,5755
MADHYA PRADESH,MORENA,2003,1243,261,1214,31,5017
MADHYA PRADESH,MORENA,2004,1646,308,1016,37,5421
MADHYA PRADESH,MORENA,2005,1921,277,1223,40,5548
MADHYA PRADESH,MORENA,2006,2260,243,1035,28,5349
MADHYA PRADESH,MORENA,2007,2322,312,1126,38,5586
MADHYA PRADESH,MORENA,2008,2351,252,1246,26,5613
MADHYA PRADESH,MORENA,2009,2286,282,967,34,5330
MADHYA PRADESH,MORENA,2010,2460,284,876,33,5316
MADHYA PRADESH,MORENA,2011,2420,309,1093,45,5647
MADHYA PRADESH,MORENA,2012,2429,326,1031,49,5880
MADHYA PRADESH,MORENA,2013,2473,474,1282,47,6215
MADHYA PRADESH,MORENA,2014,2597,355,1042,56,6110
MADHYA PRADESH,MORENA,2014,2589,481,1365,48,6262
MADHYA PRADESH,MORENA,2015,2617,392,1081,65,6560
MADHYA PRADESH,MORENA,2015,2601,498,1433,50,6383
MADHYA PRADESH,MORENA,2016,2666,429,1164,75,6710
MADHYA PRADESH,MORENA,2016,2714,510,1491,50,6507
MADHYA PRADESH,MORENA,2017,2626,465,1257,84,6999
MADHYA PRADESH,MORENA,2017,2759,522,1539,50,6636
MADHYA PRADESH,MORENA,2018,2599,514,1337,104,7215
MADHYA PRADESH,MORENA,2018,2918,540,1615,50,6771
MADHYA PRADESH,MORENA,2019,2747,545,1416,126,7497
MADHYA PRADESH,MORENA,2019,3017,536,1615,50,6894
MADHYA PRADESH,MORENA,2020,2790,577,1403,149,7690
MADHYA PRADESH,MORENA,2020,3122,560,1683,54,7127
MADHYA PRADESH,MORENA,2021,2890,598,1481,165,8022
MADHYA PRADESH,MORENA,2021,3167,588,1766,57,7317
MADHYA PRADESH,MORENA,2022,3027,670,1570,192,8683
MADHYA PRADESH,MORENA,2022,3360,604,1801,59,7515
MADHYA PRADESH,MORENA,2023,3057,703,1629,225,8953
MADHYA PRADESH,MORENA,2023,3493,637,1830,61,7614
MADHYA PRADESH,NARSINGHPUR,2001,1094,378,432,11,2537
MADHYA PRADESH,NARSINGHPUR,2002,1151,441,473,10,2701
MADHYA PRADESH,NARSINGHPUR,2003,1122,285,375,14,2316
MADHYA PRADESH,NARSINGHPUR,2004,1270,294,390,17,2531
MADHYA PRADESH,NARSINGHPUR,2005,1448,370,351,15,2808
MADHYA PRADESH,NARSINGHPUR,2006,1031,319,282,10,2142
MADHYA PRADESH,NARSINGHPUR,2007,1217,313,383,8,2545
MADHYA PRADESH,NARSINGHPUR,2008,1299,298,524,23,2728
MADHYA PRADESH,NARSINGHPUR,2009,1416,300,479,29,2931
MADHYA PRADESH,NARSINGHPUR,2010,1680,366,417,21,3346
MADHYA PRADESH,NARSINGHPUR,2011,1593,367,423,30,3168
MADHYA PRADESH,NARSINGHPUR,2012,1789,440,493,45,3617
MADHYA PRADESH,NARSINGHPUR,2013,1854,591,578,29,4010
MADHYA PRADESH,NARSINGHPUR,2014,1916,497,520,53,3866
MADHYA PRADESH,NARSINGHPUR,2014,2000,614,574,33,4225
MADHYA PRADESH,NARSINGHPUR,2015,2190,569,558,60,4281
MADHYA PRADESH,NARSINGHPUR,2015,2057,628,591,35,4393
MADHYA PRADESH,NARSINGHPUR,2016,2269,673,577,73,4531
MADHYA PRADESH,NARSINGHPUR,2016,2123,648,612,37,4523
MADHYA PRADESH,NARSINGHPUR,2017,2412,759,610,78,4859
MADHYA PRADESH,NARSINGHPUR,2017,2085,689,631,37,4609
MADHYA PRADESH,NARSINGHPUR,2018,2624,850,702,84,5356
MADHYA PRADESH,NARSINGHPUR,2018,2171,729,631,37,4748
MADHYA PRADESH,NARSINGHPUR,2019,2937,936,771,98,6021
MADHYA PRADESH,NARSINGHPUR,2019,2223,738,630,39,4797
MADHYA PRADESH,NARSINGHPUR,2020,3230,1060,842,111,6527
MADHYA PRADESH,NARSINGHPUR,2020,2157,744,661,42,4760
MADHYA PRADESH,NARSINGHPUR,2021,3307,1238,901,129,6838
MADHYA PRADESH,NARSINGHPUR,2021,2109,746,657,47,4752
MADHYA PRADESH,NARSINGHPUR,2022,3609,1442,998,142,7623
MADHYA PRADESH,NARSINGHPUR,2022,2195,767,658,52,4798
MADHYA PRADESH,NARSINGHPUR,2023,3692,1652,1099,149,8046
MADHYA PRADESH,NARSINGHPUR,2023,2234,771,660,55,4846
MADHYA PRADESH,NEEMUCH,2001,580,245,975,59,2637
MADHYA PRADESH,NEEMUCH,2002,478,252,807,40,2572
MADHYA PRADESH,NEEMUCH,2003,465,211,874,52,2469
MADHYA PRADESH,NEEMUCH,2004,573,187,858,60,2552
MADHYA PRADESH,NEEMUCH,2005,517,174,794,57,2210
MADHYA PRADESH,NEEMUCH,2006,557,135,646,51,2114
MADHYA PRADESH,NEEMUCH,2007,838,170,779,55,2735
MADHYA PRADESH,NEEMUCH,2008,852,128,695,73,2387
MADHYA PRADESH,NEEMUCH,2009,794,171,740,72,2385
MADHYA PRADESH,NEEMUCH,2010,506,140,587,79,2278
MADHYA PRADESH,NEEMUCH,2011,371,176,583,75,2341
MADHYA PRADESH,NEEMUCH,2012,418,162,512,87,2408
MADHYA PRADESH,NEEMUCH,2013,623,298,561,59,2835
MADHYA PRADESH,NEEMUCH,2014,424,159,462,94,2604
MADHYA PRADESH,NEEMUCH,2014,680,307,565,66,2797
MADHYA PRADESH,NEEMUCH,2015,415,164,453,99,2767
MADHYA PRADESH,NEEMUCH,2015,714,304,574,64,3006
MADHYA PRADESH,NEEMUCH,2016,412,160,420,108,3118
MADHYA PRADESH,NEEMUCH,2016,735,319,605,63,3034
MADHYA PRADESH,NEEMUCH,2017,419,158,399,115,3392
MADHYA PRADESH,NEEMUCH,2017,764,336,607,65,3140
MADHYA PRADESH,NEEMUCH,2018,425,166,379,123,3798
MADHYA PRADESH,NEEMUCH,2018,816,350,634,67,3176
MADHYA PRADESH,NEEMUCH,2019,422,170,359,133,4160
MADHYA PRADESH,NEEMUCH,2019,833,360,656,69,3273
MADHYA PRADESH,NEEMUCH,2020,438,172,354,143,4732
MADHYA PRADESH,NEEMUCH,2020,846,368,700,76,3464
MADHYA PRADESH,NEEMUCH,2021,455,184,322,150,5235
MADHYA PRADESH,NEEMUCH,2021,815,365,731,82,3406
MADHYA PRADESH,NEEMUCH,2022,479,200,300,166,5860
MADHYA PRADESH,NEEMUCH,2022,803,376,736,86,3499
MADHYA PRADESH,NEEMUCH,2023,518,219,274,183,6485
MADHYA PRADESH,NEEMUCH,2023,795,398,758,94,3553
MADHYA PRADESH,PANNA,2001,255,254,354,12,2075
MADHYA PRADESH,PANNA,2002,228,205,340,12,1869
MADHYA PRADESH,PANNA,2003,228,209,359,10,1793
MADHYA PRADESH,PANNA,2004,234,176,296,6,1512
MADHYA PRADESH,PANNA,2005,256,183,309,13,1620
MADHYA PRADESH,PANNA,2006,278,187,261,14,1626
MADHYA PRADESH,PANNA,2007,524,167,313,8,1910
MADHYA PRADESH,PANNA,2008,464,182,334,7,1825
MADHYA PRADESH,PANNA,2009,458,196,379,24,1825
MADHYA PRADESH,PANNA,2010,497,249,403,38,2250
MADHYA PRADESH,PANNA,2011,461,255,305,16,2411
MADHYA PRADESH,PANNA,2012,346,203,199,14,2329
MADHYA PRADESH,PANNA,2013,386,232,173,8,1935
MADHYA PRADESH,PANNA,2014,337,201,184,11,2517
MADHYA PRADESH,PANNA,2014,407,242,175,9,1947
MADHYA PRADESH,PANNA,2015,329,206,165,8,2802
MADHYA PRADESH,PANNA,2015,439,274,177,9,2007
MADHYA PRADESH,PANNA,2016,338,218,148,5,3033
MADHYA PRADESH,PANNA,2016,471,282,187,12,2044
MADHYA PRADESH,PANNA,2017,339,230,140,4,3405
MADHYA PRADESH,PANNA,2017,470,297,185,15,2126
MADHYA PRADESH,PANNA,2018,329,231,123,3,3663
MADHYA PRADESH,PANNA,2018,521,304,197,14,2253
MADHYA PRADESH,PANNA,2019,321,242,107,1,3948
MADHYA PRADESH,PANNA,2019,533,312,203,15,2349
MADHYA PRADESH,PANNA,2020,328,246,102,2,4269
MADHYA PRADESH,PANNA,2020,529,308,213,19,2525
MADHYA PRADESH,PANNA,2021,327,237,99,5,4812
MADHYA PRADESH,PANNA,2021,536,323,226,18,2568
MADHYA PRADESH,PANNA,2022,334,243,94,5,5261
MADHYA PRADESH,PANNA,2022,581,343,228,19,2711
MADHYA PRADESH,PANNA,2023,326,247,84,5,5939
MADHYA PRADESH,PANNA,2023,576,368,237,19,2810
MADHYA PRADESH,RAISEN,2001,755,462,522,14,3286
MADHYA PRADESH,RAISEN,2002,784,590,511,26,3357
MADHYA PRADESH,RAISEN,2003,538,397,586,14,3667
MADHYA PRADESH,RAISEN,2004,660,421,543,23,3644
MADHYA PRADESH,RAISEN,2005,708,442,569,14,3684
MADHYA PRADESH,RAISEN,2006,721,418,657,15,4016
MADHYA PRADESH,RAISEN,2007,770,383,627,16,4027
MADHYA PRADESH,RAISEN,2008,732,355,557,2,3669
MADHYA PRADESH,RAISEN,2009,1948,460,686,14,4277
MADHYA PRADESH,RAISEN,2010,2255,495,635,5,4841
MADHYA PRADESH,RAISEN,2011,768,535,689,25,4591
MADHYA PRADESH,RAISEN,2012,2328,452,565,22,4534
MADHYA PRADESH,RAISEN,2013,2328,602,572,18,5037
MADHYA PRADESH,RAISEN,2014,2452,446,608,27,4518
MADHYA PRADESH,RAISEN,2014,2405,635,576,18,5219
MADHYA PRADESH,RAISEN,2015,2776,440,606,32,4777
MADHYA PRADESH,RAISEN,2015,2391,682,593,18,5329
MADHYA PRADESH,RAISEN,2016,2904,440,645,35,5082
MADHYA PRADESH,RAISEN,2016,2570,725,588,20,5574
MADHYA PRADESH,RAISEN,2017,3032,458,707,40,5381
MADHYA PRADESH,RAISEN,2017,2426,759,623,24,5496
MADHYA PRADESH,RAISEN,2018,3234,444,769,47,5588
MADHYA PRADESH,RAISEN,2018,2320,787,653,25,5325
MADHYA PRADESH,RAISEN,2019,3422,452,839,53,5796
MADHYA PRADESH,RAISEN,2019,2431,814,682,20,5624
MADHYA PRADESH,RAISEN,2020,3695,462,940,62,6160
MADHYA PRADESH,RAISEN,2020,2465,821,680,27,5646
MADHYA PRADESH,RAISEN,2021,3991,481,980,68,6504
MADHYA PRADESH,RAISEN,2021,2512,860,689,33,5967
MADHYA PRADESH,RAISEN,2022,4405,485,1103,70,7082
MADHYA PRADESH,RAISEN,2022,2683,891,704,34,6097
MADHYA PRADESH,RAISEN,2023,5143,501,1165,92,8010
MADHYA PRADESH,RAISEN,2023,2791,899,707,34,6396
MADHYA PRADESH,RAJGARH,2001,1005,477,610,20,4043
MADHYA PRADESH,RAJGARH,2002,812,446,759,17,4682
MADHYA PRADESH,RAJGARH,2003,769,449,906,20,4491
MADHYA PRADESH,RAJGARH,2004,802,564,1252,15,5673
MADHYA PRADESH,RAJGARH,2005,787,450,991,26,4993
MADHYA PRADESH,RAJGARH,2006,638,463,916,22,4813
MADHYA PRADESH,RAJGARH,2007,789,633,1030,42,5891
MADHYA PRADESH,RAJGARH,2008,767,536,785,29,5109
MADHYA PRADESH,RAJGARH,2009,733,426,869,20,4869
MADHYA PRADESH,RAJGARH,2010,800,423,739,27,4814
MADHYA PRADESH,RAJGARH,2011,788,472,868,16,5063
MADHYA PRADESH,RAJGARH,2012,702,489,884,35,5196
MADHYA PRADESH,RAJGARH,2013,612,615,802,25,4940
MADHYA PRADESH,RAJGARH,2014,682,542,873,44,5156
MADHYA PRADESH,RAJGARH,2014,621,625,783,25,4721
MADHYA PRADESH,RAJGARH,2015,710,589,859,48,5281
MADHYA PRADESH,RAJGARH,2015,647,655,823,28,4860
MADHYA PRADESH,RAJGARH,2016,698,620,896,62,5525
MADHYA PRADESH,RAJGARH,2016,688,685,868,28,4950
MADHYA PRADESH,RAJGARH,2017,700,678,900,65,5800
MADHYA PRADESH,RAJGARH,2017,691,712,894,29,5337
MADHYA PRADESH,RAJGARH,2018,730,762,956,79,6483
MADHYA PRADESH,RAJGARH,2018,698,717,902,29,5548
MADHYA PRADESH,RAJGARH,2019,740,817,948,98,6943
MADHYA PRADESH,RAJGARH,2019,713,718,919,29,5562
MADHYA PRADESH,RAJGARH,2020,792,886,998,107,7134
MADHYA PRADESH,RAJGARH,2020,733,745,920,31,5871
MADHYA PRADESH,RAJGARH,2021,783,1010,1031,129,7599
MADHYA PRADESH,RAJGARH,2021,767,786,959,32,6027
MADHYA PRADESH,RAJGARH,2022,794,1139,1074,142,8196
MADHYA PRADESH,RAJGARH,2022,778,772,993,34,6137
MADHYA PRADESH,RAJGARH,2023,801,1245,1148,155,8477
MADHYA PRADESH,RAJGARH,2023,797,788,1052,35,6166
MADHYA PRADESH,RATLAM,2001,751,363,1234,51,3901
MADHYA PRADESH,RATLAM,2002,714,381,1073,36,3812
MADHYA PRADESH,RATLAM,2003,584,333,1082,60,3966
MADHYA PRADESH,RATLAM,2004,579,362,949,58,4143
MADHYA PRADESH,RATLAM,2005,573,381,1065,65,4327
MADHYA PRADESH,RATLAM,2006,592,374,1021,59,4203
MADHYA PRADESH,RATLAM,2007,732,473,890,68,4235
MADHYA PRADESH,RATLAM,2008,680,324,724,89,3857
MADHYA PRADESH,RATLAM,2009,546,363,792,98,4029
MADHYA PRADESH,RATLAM,2010,1651,486,844,90,4702
MADHYA PRADESH,RATLAM,2011,892,526,856,58,4307
MADHYA PRADESH,RATLAM,2012,1191,406,804,82,3850
MADHYA PRADESH,RATLAM,2013,1411,408,759,50,3934
MADHYA PRADESH,RATLAM,2014,1390,430,822,93,3986
MADHYA PRADESH,RATLAM,2014,1479,418,768,55,4101
MADHYA PRADESH,RATLAM,2015,1599,462,817,94,4088
MADHYA PRADESH,RATLAM,2015,1528,414,786,57,4173
MADHYA PRADESH,RATLAM,2016,1827,485,804,101,4234
MADHYA PRADESH,RATLAM,2016,1540,427,803,58,4284
MADHYA PRADESH,RATLAM,2017,2112,499,803,113,4387
MADHYA PRADESH,RATLAM,2017,1580,434,791,60,4346
MADHYA PRADESH,RATLAM,2018,2509,514,801,122,4735
MADHYA PRADESH,RATLAM,2018,1552,453,828,60,4401
MADHYA PRADESH,RATLAM,2019,2945,557,816,137,5216
MADHYA PRADESH,RATLAM,2019,1606,442,881,62,4627
MADHYA PRADESH,RATLAM,2020,3184,589,850,152,5431
MADHYA PRADESH,RATLAM,2020,1577,460,908,66,4646
MADHYA PRADESH,RATLAM,2021,3621,618,907,172,5809
MADHYA PRADESH,RATLAM,2021,1666,473,959,67,4874
MADHYA PRADESH,RATLAM,2022,3847,671,924,187,6080
MADHYA PRADESH,RATLAM,2022,1817,486,964,69,5033
MADHYA PRADESH,RATLAM,2023,4426,715,933,204,6690
MADHYA PRADESH,RATLAM,2023,1809,487,987,68,5107
MADHYA PRADESH,REWA,2001,877,261,1601,24,5070
MADHYA PRADESH,REWA,2002,928,257,1733,21,5073
MADHYA PRADESH,REWA,2003,910,277,1583,23,4920
MADHYA PRADESH,REWA,2004,1034,337,1759,28,5052
MADHYA PRADESH,REWA,2005,1309,333,1306,54,4443
MADHYA PRADESH,REWA,2006,1162,336,1373,57,4961
MADHYA PRADESH,REWA,2007,1198,370,1391,58,5241
MADHYA PRADESH,REWA,2008,1330,414,1778,73,5894
MADHYA PRADESH,REWA,2009,1188,417,1455,63,5788
MADHYA PRADESH,REWA,2010,1228,507,1306,60,6140
MADHYA PRADESH,REWA,2011,1402,588,1280,76,5532
MADHYA PRADESH,REWA,2012,1236,481,1562,71,6140
MADHYA PRADESH,REWA,2013,1197,611,1653,58,6369
MADHYA PRADESH,REWA,2014,1224,509,1643,75,6307
MADHYA PRADESH,REWA,2014,1283,651,1693,66,6293
MADHYA PRADESH,REWA,2015,1246,558,1752,83,6693
MADHYA PRADESH,REWA,2015,1343,669,1723,71,6561
MADHYA PRADESH,REWA,2016,1292,599,1858,97,6766
MADHYA PRADESH,REWA,2016,1389,651,1742,72,6640
MADHYA PRADESH,REWA,2017,1388,631,1897,111,6916
MADHYA PRADESH,REWA,2017,1452,652,1786,74,6571
MADHYA PRADESH,REWA,2018,1355,670,2016,122,6993
MADHYA PRADESH,REWA,2018,1470,636,1801,75,6500
MADHYA PRADESH,REWA,2019,1373,718,2101,126,7232
MADHYA PRADESH,REWA,2019,1501,632,1852,74,6717
MADHYA PRADESH,REWA,2020,1442,771,2081,143,7459
MADHYA PRADESH,REWA,2020,1602,656,1843,73,6769
MADHYA PRADESH,REWA,2021,1587,826,2092,153,7651
MADHYA PRADESH,REWA,2021,1543,686,1874,77,6853
MADHYA PRADESH,REWA,2022,1575,919,2257,167,8043
MADHYA PRADESH,REWA,2022,1635,736,1842,80,7023
MADHYA PRADESH,REWA,2023,1727,990,2439,181,8640
MADHYA PRADESH,REWA,2023,1667,735,1890,80,7209
MADHYA PRADESH,SAGAR,2001,3302,978,1524,67,8349
MADHYA PRADESH,SAGAR,2002,3002,933,1455,58,7970
MADHYA PRADESH,SAGAR,2003,2566,829,1486,40,7528
MADHYA PRADESH,SAGAR,2004,3122,870,1286,32,7763
MADHYA PRADESH,SAGAR,2005,3038,788,1484,37,7967
MADHYA PRADESH,SAGAR,2006,3094,724,1458,29,7639
MADHYA PRADESH,SAGAR,2007,3599,789,1618,34,8898
MADHYA PRADESH,SAGAR,2008,3662,844,1592,32,8870
MADHYA PRADESH,SAGAR,2009,3427,874,1507,50,9289
MADHYA PRADESH,SAGAR,2010,3420,872,1508,59,9238
MADHYA PRADESH,SAGAR,2011,3229,1004,1422,79,9706
MADHYA PRADESH,SAGAR,2012,3236,953,1367,52,9918
MADHYA PRADESH,SAGAR,2013,2934,953,1229,67,8640
MADHYA PRADESH,SAGAR,2014,3092,1039,1266,61,10162
MADHYA PRADESH,SAGAR,2014,3188,995,1271,65,9247
MADHYA PRADESH,SAGAR,2015,2998,1040,1263,71,10300
MADHYA PRADESH,SAGAR,2015,3411,1005,1320,72,9491
MADHYA PRADESH,SAGAR,2016,2869,1066,1184,82,10814
MADHYA PRADESH,SAGAR,2016,3207,1044,1313,75,9339
MADHYA PRADESH,SAGAR,2017,2851,1093,1153,96,11059
MADHYA PRADESH,SAGAR,2017,3104,1082,1383,76,9271
MADHYA PRADESH,SAGAR,2018,2752,1116,1115,110,11533
MADHYA PRADESH,SAGAR,2018,3146,1123,1420,81,9193
MADHYA PRADESH,SAGAR,2019,2659,1146,1091,115,11899
MADHYA PRADESH,SAGAR,2019,3327,1055,1419,82,9382
MADHYA PRADESH,SAGAR,2020,2625,1210,1028,152,12301
MADHYA PRADESH,SAGAR,2020,3349,1112,1474,80,9792
MADHYA PRADESH,SAGAR,2021,2670,1321,964,167,13443
MADHYA PRADESH,SAGAR,2021,3321,1155,1447,82,9977
MADHYA PRADESH,SAGAR,2022,2552,1438,968,187,14062
MADHYA PRADESH,SAGAR,2022,3528,1188,1458,89,10255
MADHYA PRADESH,SAGAR,2023,2532,1567,973,215,14860
MADHYA PRADESH,SAGAR,2023,3551,1234,1493,90,10289
MADHYA PRADESH,SATNA,2001,1208,368,1635,16,5332
MADHYA PRADESH,SATNA,2002,1362,397,1204,29,4954
MADHYA PRADESH,SATNA,2003,1331,405,1094,23,4976
MADHYA PRADESH,SATNA,2004,1444,414,1287,36,5365
MADHYA PRADESH,SATNA,2005,1458,457,1272,38,5747
MADHYA PRADESH,SATNA,2006,1468,494,1349,49,6251
MADHYA PRADESH,SATNA,2007,1501,522,1490,29,5860
MADHYA PRADESH,SATNA,2008,1529,604,1647,33,6497
MADHYA PRADESH,SATNA,2009,1750,672,1399,52,6341
MADHYA PRADESH,SATNA,2010,1594,560,1212,43,5909
MADHYA PRADESH,SATNA,2011,1544,492,1315,39,6032
MADHYA PRADESH,SATNA,2012,1527,486,1327,44,6020
MADHYA PRADESH,SATNA,2013,1425,666,1444,88,6894
MADHYA PRADESH,SATNA,2014,1641,462,1354,43,6349
MADHYA PRADESH,SATNA,2014,1447,689,1423,91,6956
MADHYA PRADESH,SATNA,2015,1658,447,1307,42,6473
MADHYA PRADESH,SATNA,2015,1470,721,1464,90,7059
MADHYA PRADESH,SATNA,2016,1495,421,1320,42,6317
MADHYA PRADESH,SATNA,2016,1532,723,1544,98,7475
MADHYA PRADESH,SATNA,2017,1461,388,1331,40,6355
MADHYA PRADESH,SATNA,2017,1523,764,1542,96,7352
MADHYA PRADESH,SATNA,2018,1401,378,1299,41,6175
MADHYA PRADESH,SATNA,2018,1607,770,1588,100,7363
MADHYA PRADESH,SATNA,2019,1440,360,1317,38,6484
MADHYA PRADESH,SATNA,2019,1623,776,1698,105,7696
MADHYA PRADESH,SATNA,2020,1440,349,1309,38,6547
MADHYA PRADESH,SATNA,2020,1601,777,1675,108,7991
MADHYA PRADESH,SATNA,2021,1380,346,1340,41,6663
MADHYA PRADESH,SATNA,2021,1684,814,1711,109,7919
MADHYA PRADESH,SATNA,2022,1358,349,1417,40,6853
MADHYA PRADESH,SATNA,2022,1762,848,1852,115,8406
MADHYA PRADESH,SATNA,2023,1380,349,1474,42,7105
MADHYA PRADESH,SATNA,2023,1838,841,1881,120,8665
MADHYA PRADESH,SEONI,2001,596,270,452,27,2359
MADHYA PRADESH,SEONI,2002,572,247,393,34,2230
MADHYA PRADESH,SEONI,2003,602,230,302,19,2043
MADHYA PRADESH,SEONI,2004,638,326,356,20,2473
MADHYA PRADESH,SEONI,2005,612,334,339,7,2632
MADHYA PRADESH,SEONI,2006,619,279,362,20,2647
MADHYA PRADESH,SEONI,2007,651,254,397,38,2782
MADHYA PRADESH,SEONI,2008,577,281,335,22,2737
MADHYA PRADESH,SEONI,2009,597,270,408,58,2910
MADHYA PRADESH,SEONI,2010,634,329,444,59,3145
MADHYA PRADESH,SEONI,2011,567,293,404,32,2932
MADHYA PRADESH,SEONI,2012,434,280,307,44,2907
MADHYA PRADESH,SEONI,2013,524,366,298,21,2852
