report_number,date_reported,date_of_occurrence,time_of_occurrence,city,crime_code,crime_description,victim_age,victim_gender,weapon_used,crime_domain,police_deployed,case_closed,date_case_closed,case_closed_flag,case_resolution_days,victim_age_group
18090,2022-01-26 04:00:00,2022-01-23 17:00:00,24-01-22 4:15,Hyderabad,127,ROBBERY,69,X,UNKNOWN,Violent Crime,15,Yes,2022-07-14 04:00:00,1,169.0,Senior
18091,2022-01-25 19:00:00,2022-01-23 18:00:00,24-01-22 1:28,Ludhiana,196,BURGLARY,36,X,UNKNOWN,Other Crime,17,No,,0,,Adult
18092,2022-01-26 09:00:00,2022-01-23 19:00:00,24-01-22 0:40,Mumbai,540,ILLEGAL POSSESSION,74,F,Knife,Other Crime,2,No,,0,,Senior
18093,2022-01-24 15:00:00,2022-01-23 20:00:00,24-01-22 15:51,Jaipur,187,KIDNAPPING,64,X,Poison,Other Crime,10,Yes,2022-02-25 15:00:00,1,32.0,Senior
18094,2022-01-25 15:00:00,2022-01-23 21:00:00,24-01-22 7:01,Delhi,222,SEXUAL ASSAULT,73,F,Other,Violent Crime,7,Yes,2024-02-01 15:00:00,1,737.0,Senior
18095,2022-01-25 20:00:00,2022-01-23 22:00:00,24-01-22 20:08,Agra,207,VEHICLE - STOLEN,13,F,Poison,Violent Crime,18,No,,0,,Minor
18096,2022-01-26 08:00:00,2022-01-23 23:00:00,24-01-22 15:37,Pune,522,COUNTERFEITING,33,F,Other,Other Crime,1,No,,0,,Adult
18097,2022-01-24 03:00:00,2022-01-24 00:00:00,24-01-22 15:14,Lucknow,585,VANDALISM,33,F,UNKNOWN,Other Crime,6,Yes,2022-03-15 03:00:00,1,50.0,Adult
18098,2022-01-25 18:00:00,2022-01-24 01:00:00,24-01-22 14:18,Lucknow,429,FRAUD,38,X,Blunt Object,Other Crime,5,No,,0,,Adult
18099,2022-01-25 02:00:00,2022-01-24 02:00:00,24-01-22 11:51,Indore,265,TRAFFIC VIOLATION,42,X,Other,Traffic Fatality,2,Yes,2022-10-02 02:00:00,1,250.0,Adult
18100,2022-01-25 19:00:00,2022-01-24 03:00:00,24-01-22 21:44,Delhi,122,FIREARM OFFENSE,15,X,Firearm,Fire Accident,13,Yes,2022-03-14 19:00:00,1,48.0,Minor
18101,2022-01-26 14:00:00,2022-01-24 04:00:00,24-01-22 12:59,Kolkata,351,SHOPLIFTING,34,X,Knife,Other Crime,19,Yes,2022-11-04 14:00:00,1,282.0,Adult
18102,2022-01-26 19:00:00,2022-01-24 05:00:00,25-01-22 0:46,Kalyan,166,KIDNAPPING,17,M,Firearm,Other Crime,19,Yes,2022-09-04 19:00:00,1,221.0,Minor
18103,2022-01-24 07:00:00,2022-01-24 06:00:00,24-01-22 21:23,Ahmedabad,350,ROBBERY,55,X,Blunt Object,Violent Crime,12,Yes,2022-11-07 07:00:00,1,287.0,Middle Aged
18104,2022-01-26 02:00:00,2022-01-24 07:00:00,24-01-22 17:00,Jaipur,233,FIREARM OFFENSE,11,M,Firearm,Fire Accident,14,No,,0,,Minor
18105,2022-01-24 10:00:00,2022-01-24 08:00:00,24-01-22 17:43,Delhi,239,KIDNAPPING,55,M,Firearm,Other Crime,13,Yes,2022-04-17 10:00:00,1,83.0,Middle Aged
18106,2022-01-26 16:00:00,2022-01-24 09:00:00,25-01-22 1:52,Hyderabad,228,CYBERCRIME,38,X,Other,Other Crime,6,No,,0,,Adult
18107,2022-01-25 19:00:00,2022-01-24 10:00:00,24-01-22 19:57,Bangalore,102,SHOPLIFTING,60,F,Explosives,Other Crime,1,No,,0,,Middle Aged
18108,2022-01-25 23:00:00,2022-01-24 11:00:00,24-01-22 14:11,Delhi,106,DOMESTIC VIOLENCE,48,F,Firearm,Violent Crime,12,Yes,2022-03-21 23:00:00,1,55.0,Middle Aged
18109,2022-01-24 18:00:00,2022-01-24 12:00:00,24-01-22 21:08,Pune,398,KIDNAPPING,61,X,Poison,Other Crime,2,Yes,2022-03-22 18:00:00,1,57.0,Senior
18110,2022-01-26 16:00:00,2022-01-24 13:00:00,25-01-22 4:27,Delhi,296,SHOPLIFTING,63,X,Other,Other Crime,11,No,,0,,Senior
18111,2022-01-25 08:00:00,2022-01-24 14:00:00,25-01-22 9:27,Surat,252,VEHICLE - STOLEN,42,F,UNKNOWN,Violent Crime,8,Yes,2022-02-25 08:00:00,1,31.0,Adult
18112,2022-01-27 01:00:00,2022-01-24 15:00:00,25-01-22 4:19,Rajkot,321,PUBLIC INTOXICATION,63,F,Explosives,Other Crime,18,Yes,2022-02-19 01:00:00,1,23.0,Senior
18113,2022-01-25 18:00:00,2022-01-24 16:00:00,25-01-22 1:31,Bangalore,530,ROBBERY,50,F,UNKNOWN,Violent Crime,16,Yes,2022-12-05 18:00:00,1,314.0,Middle Aged
18114,2022-01-26 09:00:00,2022-01-24 17:00:00,25-01-22 7:36,Mumbai,403,COUNTERFEITING,64,F,UNKNOWN,Other Crime,8,Yes,2022-02-21 09:00:00,1,26.0,Senior
18115,2022-01-25 17:00:00,2022-01-24 18:00:00,24-01-22 21:02,Nashik,224,KIDNAPPING,71,M,Poison,Other Crime,12,No,,0,,Senior
18116,2022-01-27 03:00:00,2022-01-24 19:00:00,25-01-22 2:00,Lucknow,579,SEXUAL ASSAULT,43,M,Poison,Violent Crime,10,Yes,2023-06-05 03:00:00,1,494.0,Adult
18117,2022-01-26 13:00:00,2022-01-24 20:00:00,24-01-22 23:07,Delhi,151,DRUG OFFENSE,20,X,UNKNOWN,Other Crime,9,No,,0,,Young Adult
18118,2022-01-25 13:00:00,2022-01-24 21:00:00,25-01-22 3:59,Delhi,344,SHOPLIFTING,46,M,Blunt Object,Other Crime,16,Yes,2022-12-02 13:00:00,1,311.0,Middle Aged
18119,2022-01-24 23:00:00,2022-01-24 22:00:00,25-01-22 6:25,Pune,292,BURGLARY,19,M,Firearm,Other Crime,7,Yes,2022-03-20 23:00:00,1,55.0,Young Adult
18120,2022-01-26 17:00:00,2022-01-24 23:00:00,25-01-22 10:20,Kolkata,404,DOMESTIC VIOLENCE,45,M,Knife,Violent Crime,7,No,,0,,Adult
18121,2022-01-26 11:00:00,2022-01-25 00:00:00,25-01-22 8:35,Mumbai,423,VANDALISM,48,F,UNKNOWN,Other Crime,14,No,,0,,Middle Aged
18122,2022-01-26 06:00:00,2022-01-25 01:00:00,25-01-22 4:06,Kolkata,160,KIDNAPPING,37,F,Knife,Other Crime,19,Yes,2022-06-03 06:00:00,1,128.0,Adult
18123,2022-01-27 14:00:00,2022-01-25 02:00:00,25-01-22 3:01,Nashik,133,HOMICIDE,49,F,Other,Other Crime,2,Yes,2023-08-19 14:00:00,1,569.0,Middle Aged
18124,2022-01-25 10:00:00,2022-01-25 03:00:00,25-01-22 11:42,Varanasi,212,BURGLARY,63,M,Blunt Object,Other Crime,11,No,,0,,Senior
18125,2022-01-27 00:00:00,2022-01-25 04:00:00,25-01-22 4:04,Pune,594,COUNTERFEITING,55,X,UNKNOWN,Other Crime,1,Yes,2022-02-24 00:00:00,1,28.0,Middle Aged
18126,2022-01-27 23:00:00,2022-01-25 05:00:00,25-01-22 10:51,Jaipur,382,DRUG OFFENSE,66,X,UNKNOWN,Other Crime,8,No,,0,,Senior
18127,2022-01-27 13:00:00,2022-01-25 06:00:00,25-01-22 8:44,Delhi,319,SHOPLIFTING,77,F,Poison,Other Crime,4,No,,0,,Senior
18128,2022-01-26 07:00:00,2022-01-25 07:00:00,25-01-22 22:09,Hyderabad,229,VEHICLE - STOLEN,58,X,UNKNOWN,Violent Crime,8,No,,0,,Middle Aged
18129,2022-01-28 01:00:00,2022-01-25 08:00:00,26-01-22 1:24,Kanpur,132,HOMICIDE,61,M,UNKNOWN,Other Crime,15,No,,0,,Senior
18130,2022-01-25 20:00:00,2022-01-25 09:00:00,25-01-22 19:50,Bangalore,207,CYBERCRIME,74,F,Knife,Other Crime,9,No,,0,,Senior
18131,2022-01-26 12:00:00,2022-01-25 10:00:00,25-01-22 22:19,Bangalore,512,BURGLARY,31,M,Explosives,Other Crime,11,No,,0,,Adult
18132,2022-01-27 05:00:00,2022-01-25 11:00:00,25-01-22 17:32,Visakhapatnam,107,EXTORTION,70,X,Blunt Object,Other Crime,15,No,,0,,Senior
18133,2022-01-27 02:00:00,2022-01-25 12:00:00,25-01-22 23:59,Srinagar,469,EXTORTION,73,M,Poison,Other Crime,3,Yes,2022-03-31 02:00:00,1,63.0,Senior
18134,2022-01-27 10:00:00,2022-01-25 13:00:00,26-01-22 6:15,Delhi,239,ASSAULT,31,F,Other,Violent Crime,8,Yes,2022-11-04 10:00:00,1,281.0,Adult
18135,2022-01-26 01:00:00,2022-01-25 14:00:00,26-01-22 1:56,Patna,313,BURGLARY,11,M,Knife,Other Crime,15,No,,0,,Minor
18136,2022-01-27 19:00:00,2022-01-25 15:00:00,26-01-22 4:05,Kanpur,511,DRUG OFFENSE,35,X,Firearm,Other Crime,19,Yes,2022-03-14 19:00:00,1,46.0,Adult
18137,2022-01-27 20:00:00,2022-01-25 16:00:00,26-01-22 11:49,Kolkata,333,EXTORTION,11,M,Blunt Object,Other Crime,10,No,,0,,Minor
18138,2022-01-28 15:00:00,2022-01-25 17:00:00,26-01-22 11:35,Bangalore,456,DOMESTIC VIOLENCE,52,M,Poison,Violent Crime,7,No,,0,,Middle Aged
18139,2022-01-27 21:00:00,2022-01-25 18:00:00,26-01-22 9:00,Ahmedabad,408,DOMESTIC VIOLENCE,35,M,Poison,Violent Crime,5,Yes,2022-12-02 21:00:00,1,309.0,Adult
18140,2022-01-26 19:00:00,2022-01-25 19:00:00,26-01-22 2:50,Kolkata,336,ROBBERY,62,X,Other,Violent Crime,6,Yes,2022-10-03 19:00:00,1,250.0,Senior
18141,2022-01-26 23:00:00,2022-01-25 20:00:00,26-01-22 16:32,Delhi,316,EXTORTION,42,M,Blunt Object,Other Crime,10,No,,0,,Adult
18142,2022-01-26 04:00:00,2022-01-25 21:00:00,26-01-22 13:59,Kanpur,519,IDENTITY THEFT,21,M,UNKNOWN,Violent Crime,1,Yes,2022-10-04 04:00:00,1,251.0,Young Adult
18143,2022-01-28 15:00:00,2022-01-25 22:00:00,26-01-22 7:16,Agra,338,DRUG OFFENSE,73,X,Other,Other Crime,1,Yes,2022-02-13 15:00:00,1,16.0,Senior
18144,2022-01-28 20:00:00,2022-01-25 23:00:00,26-01-22 5:09,Mumbai,342,CYBERCRIME,24,M,Knife,Other Crime,17,Yes,2022-04-27 20:00:00,1,89.0,Young Adult
18145,2022-01-28 19:00:00,2022-01-26 00:00:00,26-01-22 15:35,Kolkata,513,FIREARM OFFENSE,47,M,Knife,Fire Accident,8,No,,0,,Middle Aged
18146,2022-01-27 07:00:00,2022-01-26 01:00:00,26-01-22 8:02,Jaipur,224,ASSAULT,41,F,Blunt Object,Violent Crime,3,Yes,2022-02-19 07:00:00,1,23.0,Adult
18147,2022-01-27 08:00:00,2022-01-26 02:00:00,26-01-22 21:28,Indore,242,HOMICIDE,10,M,Poison,Other Crime,14,No,,0,,Minor
18148,2022-01-27 07:00:00,2022-01-26 03:00:00,27-01-22 2:19,Delhi,161,ILLEGAL POSSESSION,20,X,Knife,Other Crime,12,No,,0,,Young Adult
18149,2022-01-26 08:00:00,2022-01-26 04:00:00,27-01-22 0:06,Bangalore,466,FRAUD,50,X,Explosives,Other Crime,9,No,,0,,Middle Aged
18150,2022-01-26 17:00:00,2022-01-26 05:00:00,26-01-22 8:22,Pune,224,KIDNAPPING,60,M,Firearm,Other Crime,3,No,,0,,Middle Aged
18151,2022-01-27 01:00:00,2022-01-26 06:00:00,26-01-22 6:07,Ahmedabad,562,CYBERCRIME,24,X,UNKNOWN,Other Crime,3,Yes,2022-10-02 01:00:00,1,248.0,Young Adult
18152,2022-01-26 23:00:00,2022-01-26 07:00:00,26-01-22 21:29,Visakhapatnam,326,FRAUD,35,M,Knife,Other Crime,4,No,,0,,Adult
18153,2022-01-28 00:00:00,2022-01-26 08:00:00,26-01-22 16:43,Delhi,218,VEHICLE - STOLEN,57,F,Blunt Object,Violent Crime,6,No,,0,,Middle Aged
18154,2022-01-28 11:00:00,2022-01-26 09:00:00,26-01-22 23:09,Kolkata,130,ARSON,47,X,UNKNOWN,Fire Accident,15,No,,0,,Middle Aged
18155,2022-01-26 14:00:00,2022-01-26 10:00:00,27-01-22 4:22,Jaipur,330,VEHICLE - STOLEN,25,M,UNKNOWN,Violent Crime,18,No,,0,,Young Adult
18156,2022-01-28 02:00:00,2022-01-26 11:00:00,27-01-22 2:27,Patna,332,TRAFFIC VIOLATION,63,X,Firearm,Traffic Fatality,13,Yes,2022-01-30 02:00:00,1,2.0,Senior
18157,2022-01-28 10:00:00,2022-01-26 12:00:00,27-01-22 7:28,Bangalore,174,HOMICIDE,54,M,Other,Other Crime,15,No,,0,,Middle Aged
18158,2022-01-26 16:00:00,2022-01-26 13:00:00,26-01-22 20:08,Rajkot,567,SHOPLIFTING,44,F,Firearm,Other Crime,3,Yes,2022-04-23 16:00:00,1,87.0,Adult
18159,2022-01-27 14:00:00,2022-01-26 14:00:00,27-01-22 11:52,Chennai,588,KIDNAPPING,51,M,Firearm,Other Crime,9,Yes,2022-12-02 14:00:00,1,309.0,Middle Aged
18160,2022-01-27 19:00:00,2022-01-26 15:00:00,26-01-22 17:27,Delhi,195,VEHICLE - STOLEN,79,X,UNKNOWN,Violent Crime,8,Yes,2022-04-14 19:00:00,1,77.0,Senior
18161,2022-01-28 22:00:00,2022-01-26 16:00:00,27-01-22 3:22,Bangalore,127,HOMICIDE,50,X,Knife,Other Crime,14,Yes,2023-01-11 22:00:00,1,348.0,Middle Aged
18162,2022-01-29 02:00:00,2022-01-26 17:00:00,26-01-22 18:37,Chennai,451,SEXUAL ASSAULT,49,X,Firearm,Violent Crime,6,No,,0,,Middle Aged
18163,2022-01-27 02:00:00,2022-01-26 18:00:00,27-01-22 12:19,Jaipur,523,SEXUAL ASSAULT,47,F,Other,Violent Crime,17,No,,0,,Middle Aged
18164,2022-01-27 03:00:00,2022-01-26 19:00:00,27-01-22 1:59,Ghaziabad,559,SHOPLIFTING,69,M,Explosives,Other Crime,5,Yes,2022-03-30 03:00:00,1,62.0,Senior
18165,2022-01-27 07:00:00,2022-01-26 20:00:00,27-01-22 10:00,Kolkata,282,SHOPLIFTING,33,F,Knife,Other Crime,19,Yes,2022-02-20 07:00:00,1,24.0,Adult
18166,2022-01-29 08:00:00,2022-01-26 21:00:00,27-01-22 6:56,Mumbai,591,KIDNAPPING,55,M,Other,Other Crime,8,No,,0,,Middle Aged
18167,2022-01-27 02:00:00,2022-01-26 22:00:00,27-01-22 9:19,Ahmedabad,379,VANDALISM,50,M,Blunt Object,Other Crime,11,No,,0,,Middle Aged
18168,2022-01-28 10:00:00,2022-01-26 23:00:00,27-01-22 20:20,Bangalore,549,KIDNAPPING,24,X,Explosives,Other Crime,1,Yes,2022-04-25 10:00:00,1,87.0,Young Adult
18169,2022-01-28 16:00:00,2022-01-27 00:00:00,27-01-22 12:04,Delhi,368,SHOPLIFTING,22,M,Firearm,Other Crime,18,Yes,2022-04-27 16:00:00,1,89.0,Young Adult
18170,2022-01-29 16:00:00,2022-01-27 01:00:00,27-01-22 16:24,Hyderabad,287,ASSAULT,52,F,Other,Violent Crime,1,No,,0,,Middle Aged
18171,2022-01-28 10:00:00,2022-01-27 02:00:00,27-01-22 22:22,Mumbai,183,KIDNAPPING,16,M,Other,Other Crime,16,No,,0,,Minor
18172,2022-01-29 15:00:00,2022-01-27 03:00:00,27-01-22 16:07,Rajkot,439,COUNTERFEITING,15,F,Knife,Other Crime,13,No,,0,,Minor
18173,2022-01-27 17:00:00,2022-01-27 04:00:00,27-01-22 12:17,Nagpur,575,FRAUD,50,F,Knife,Other Crime,19,Yes,2022-03-03 17:00:00,1,35.0,Middle Aged
18174,2022-01-27 08:00:00,2022-01-27 05:00:00,27-01-22 11:57,Thane,560,ROBBERY,56,X,Blunt Object,Violent Crime,8,Yes,2022-09-06 08:00:00,1,222.0,Middle Aged
18175,2022-01-29 01:00:00,2022-01-27 06:00:00,27-01-22 7:54,Bangalore,463,FRAUD,62,F,Explosives,Other Crime,9,No,,0,,Senior
18176,2022-01-29 00:00:00,2022-01-27 07:00:00,28-01-22 0:19,Delhi,147,HOMICIDE,34,M,Poison,Other Crime,12,Yes,2022-10-17 00:00:00,1,261.0,Adult
18177,2022-01-29 08:00:00,2022-01-27 08:00:00,27-01-22 13:19,Jaipur,145,VANDALISM,11,F,Poison,Other Crime,4,No,,0,,Minor
18178,2022-01-27 23:00:00,2022-01-27 09:00:00,27-01-22 13:54,Mumbai,201,TRAFFIC VIOLATION,26,F,Blunt Object,Traffic Fatality,15,No,,0,,Young Adult
18179,2022-01-29 11:00:00,2022-01-27 10:00:00,27-01-22 17:42,Bangalore,107,VANDALISM,70,X,Blunt Object,Other Crime,13,Yes,2022-03-22 11:00:00,1,52.0,Senior
18180,2022-01-28 06:00:00,2022-01-27 11:00:00,28-01-22 9:53,Ahmedabad,414,ASSAULT,43,X,UNKNOWN,Violent Crime,6,No,,0,,Adult
18181,2022-01-27 23:00:00,2022-01-27 12:00:00,27-01-22 12:36,Indore,326,COUNTERFEITING,51,X,Poison,Other Crime,2,Yes,2022-06-03 23:00:00,1,127.0,Middle Aged
18182,2022-01-27 17:00:00,2022-01-27 13:00:00,27-01-22 21:35,Mumbai,576,ASSAULT,34,X,Blunt Object,Violent Crime,17,Yes,2022-07-02 17:00:00,1,156.0,Adult
18183,2022-01-30 06:00:00,2022-01-27 14:00:00,28-01-22 3:24,Delhi,535,SHOPLIFTING,26,F,Blunt Object,Other Crime,6,No,,0,,Young Adult
18184,2022-01-28 11:00:00,2022-01-27 15:00:00,28-01-22 2:39,Delhi,353,DRUG OFFENSE,37,M,Explosives,Other Crime,9,No,,0,,Adult
18185,2022-01-28 03:00:00,2022-01-27 16:00:00,28-01-22 13:05,Chennai,220,COUNTERFEITING,28,M,Poison,Other Crime,13,Yes,2022-09-02 03:00:00,1,217.0,Young Adult
18186,2022-01-28 00:00:00,2022-01-27 17:00:00,28-01-22 11:38,Delhi,148,ILLEGAL POSSESSION,11,F,Blunt Object,Other Crime,4,No,,0,,Minor
18187,2022-01-29 01:00:00,2022-01-27 18:00:00,27-01-22 21:12,Kolkata,454,BURGLARY,53,F,Other,Other Crime,13,No,,0,,Middle Aged
18188,2022-01-28 05:00:00,2022-01-27 19:00:00,27-01-22 22:47,Chennai,284,ROBBERY,67,M,Firearm,Violent Crime,6,Yes,2022-12-07 05:00:00,1,313.0,Senior
18189,2022-01-28 15:00:00,2022-01-27 20:00:00,28-01-22 14:01,Ahmedabad,514,DOMESTIC VIOLENCE,44,M,Firearm,Violent Crime,12,No,,0,,Adult
18190,2022-01-28 17:00:00,2022-01-27 21:00:00,27-01-22 23:00,Meerut,399,FRAUD,21,F,Blunt Object,Other Crime,6,No,,0,,Young Adult
18191,2022-01-30 21:00:00,2022-01-27 22:00:00,28-01-22 10:47,Ludhiana,464,VANDALISM,35,F,Poison,Other Crime,7,Yes,2022-03-23 21:00:00,1,52.0,Adult
18192,2022-01-28 22:00:00,2022-01-27 23:00:00,28-01-22 13:35,Nagpur,436,SEXUAL ASSAULT,19,M,Other,Violent Crime,13,No,,0,,Young Adult
18193,2022-01-29 06:00:00,2022-01-28 00:00:00,28-01-22 2:35,Lucknow,537,SEXUAL ASSAULT,36,X,Blunt Object,Violent Crime,11,Yes,2023-10-30 06:00:00,1,639.0,Adult
18194,2022-01-30 21:00:00,2022-01-28 01:00:00,28-01-22 8:40,Jaipur,534,VANDALISM,10,F,Knife,Other Crime,19,Yes,2022-04-25 21:00:00,1,85.0,Minor
18195,2022-01-28 03:00:00,2022-01-28 02:00:00,28-01-22 21:48,Ghaziabad,407,ARSON,55,F,Other,Fire Accident,9,No,,0,,Middle Aged
18196,2022-01-29 14:00:00,2022-01-28 03:00:00,28-01-22 3:11,Mumbai,553,SEXUAL ASSAULT,68,M,Knife,Violent Crime,17,No,,0,,Senior
18197,2022-01-30 20:00:00,2022-01-28 04:00:00,28-01-22 23:25,Chennai,221,VEHICLE - STOLEN,50,F,Explosives,Violent Crime,6,No,,0,,Middle Aged
18198,2022-01-28 14:00:00,2022-01-28 05:00:00,28-01-22 18:30,Bangalore,313,ILLEGAL POSSESSION,61,F,UNKNOWN,Other Crime,5,No,,0,,Senior
18199,2022-01-29 14:00:00,2022-01-28 06:00:00,28-01-22 10:32,Kolkata,497,COUNTERFEITING,77,M,Poison,Other Crime,14,Yes,2022-03-21 14:00:00,1,51.0,Senior
18200,2022-01-30 06:00:00,2022-01-28 07:00:00,28-01-22 7:14,Delhi,147,VANDALISM,38,F,Other,Other Crime,4,No,,0,,Adult
18201,2022-01-28 19:00:00,2022-01-28 08:00:00,28-01-22 12:27,Ahmedabad,287,ASSAULT,26,X,Blunt Object,Violent Crime,12,No,,0,,Young Adult
18202,2022-01-29 09:00:00,2022-01-28 09:00:00,29-01-22 8:05,Mumbai,318,ROBBERY,67,F,Poison,Violent Crime,5,Yes,2022-01-04 09:00:00,1,-25.0,Senior
18203,2022-01-30 22:00:00,2022-01-28 10:00:00,28-01-22 21:50,Kolkata,363,SEXUAL ASSAULT,53,X,UNKNOWN,Violent Crime,3,Yes,2022-07-08 22:00:00,1,159.0,Middle Aged
18204,2022-01-31 09:00:00,2022-01-28 11:00:00,28-01-22 19:20,Mumbai,223,ROBBERY,64,F,UNKNOWN,Violent Crime,3,Yes,2022-06-27 09:00:00,1,147.0,Senior
18205,2022-01-31 11:00:00,2022-01-28 12:00:00,29-01-22 5:38,Kanpur,582,SHOPLIFTING,23,F,Firearm,Other Crime,19,No,,0,,Young Adult
18206,2022-01-29 09:00:00,2022-01-28 13:00:00,28-01-22 22:48,Bangalore,352,ILLEGAL POSSESSION,42,F,Firearm,Other Crime,6,Yes,2022-04-13 09:00:00,1,74.0,Adult
18207,2022-01-31 12:00:00,2022-01-28 14:00:00,29-01-22 7:09,Hyderabad,226,DOMESTIC VIOLENCE,58,M,Firearm,Violent Crime,2,Yes,2022-03-13 12:00:00,1,41.0,Middle Aged
18208,2022-01-28 18:00:00,2022-01-28 15:00:00,28-01-22 17:00,Indore,535,FRAUD,10,X,Knife,Other Crime,9,Yes,2022-04-22 18:00:00,1,84.0,Minor
18209,2022-01-29 01:00:00,2022-01-28 16:00:00,28-01-22 17:39,Bangalore,453,SEXUAL ASSAULT,42,M,Other,Violent Crime,3,Yes,2023-02-10 01:00:00,1,377.0,Adult
18210,2022-01-28 21:00:00,2022-01-28 17:00:00,29-01-22 5:02,Kolkata,159,COUNTERFEITING,36,X,Explosives,Other Crime,12,No,,0,,Adult
18211,2022-01-28 19:00:00,2022-01-28 18:00:00,28-01-22 23:19,Kolkata,556,DRUG OFFENSE,47,M,Explosives,Other Crime,16,No,,0,,Middle Aged
18212,2022-01-30 10:00:00,2022-01-28 19:00:00,29-01-22 5:12,Nagpur,395,BURGLARY,49,M,Knife,Other Crime,17,Yes,2022-03-17 10:00:00,1,46.0,Middle Aged
18213,2022-01-30 12:00:00,2022-01-28 20:00:00,29-01-22 1:55,Mumbai,448,DRUG OFFENSE,20,M,Poison,Other Crime,11,No,,0,,Young Adult
18214,2022-01-30 17:00:00,2022-01-28 21:00:00,29-01-22 4:43,Srinagar,306,FRAUD,60,F,UNKNOWN,Other Crime,14,No,,0,,Middle Aged
18215,2022-01-29 21:00:00,2022-01-28 22:00:00,29-01-22 10:38,Chennai,338,VANDALISM,74,X,Other,Other Crime,13,No,,0,,Senior
18216,2022-01-29 21:00:00,2022-01-28 23:00:00,29-01-22 8:50,Mumbai,414,KIDNAPPING,33,F,Firearm,Other Crime,13,Yes,2022-03-27 21:00:00,1,57.0,Adult
18217,2022-01-30 01:00:00,2022-01-29 00:00:00,29-01-22 7:35,Delhi,236,ILLEGAL POSSESSION,35,X,Firearm,Other Crime,9,Yes,2022-03-20 01:00:00,1,49.0,Adult
18218,2022-01-29 10:00:00,2022-01-29 01:00:00,29-01-22 15:47,Hyderabad,323,DOMESTIC VIOLENCE,44,X,Firearm,Violent Crime,19,Yes,2022-04-16 10:00:00,1,77.0,Adult
18219,2022-01-31 10:00:00,2022-01-29 02:00:00,29-01-22 16:03,Chennai,232,KIDNAPPING,47,M,UNKNOWN,Other Crime,1,Yes,2022-02-04 10:00:00,1,4.0,Middle Aged
18220,2022-01-30 09:00:00,2022-01-29 03:00:00,29-01-22 14:07,Kanpur,180,ILLEGAL POSSESSION,63,M,UNKNOWN,Other Crime,8,No,,0,,Senior
18221,2022-01-29 06:00:00,2022-01-29 04:00:00,30-01-22 3:46,Jaipur,244,ROBBERY,48,M,Poison,Violent Crime,11,No,,0,,Middle Aged
18222,2022-01-30 11:00:00,2022-01-29 05:00:00,29-01-22 7:33,Lucknow,580,DRUG OFFENSE,65,M,Blunt Object,Other Crime,9,Yes,2022-03-19 11:00:00,1,48.0,Senior
18223,2022-01-30 10:00:00,2022-01-29 06:00:00,29-01-22 10:22,Delhi,195,ILLEGAL POSSESSION,79,F,Knife,Other Crime,9,No,,0,,Senior
18224,2022-01-29 09:00:00,2022-01-29 07:00:00,29-01-22 7:31,Bangalore,282,FRAUD,68,F,Explosives,Other Crime,11,No,,0,,Senior
18225,2022-01-30 21:00:00,2022-01-29 08:00:00,30-01-22 4:43,Thane,119,EXTORTION,70,F,Other,Other Crime,16,No,,0,,Senior
18226,2022-01-30 07:00:00,2022-01-29 09:00:00,29-01-22 14:39,Mumbai,417,SHOPLIFTING,11,X,Explosives,Other Crime,3,No,,0,,Minor
18227,2022-01-31 11:00:00,2022-01-29 10:00:00,29-01-22 17:47,Kanpur,382,ILLEGAL POSSESSION,30,F,Firearm,Other Crime,13,No,,0,,Young Adult
18228,2022-01-29 22:00:00,2022-01-29 11:00:00,29-01-22 19:27,Kolkata,401,HOMICIDE,36,X,Firearm,Other Crime,6,No,,0,,Adult
18229,2022-01-30 20:00:00,2022-01-29 12:00:00,29-01-22 23:56,Nagpur,211,EXTORTION,11,F,Poison,Other Crime,7,Yes,2022-04-13 20:00:00,1,73.0,Minor
18230,2022-01-31 23:00:00,2022-01-29 13:00:00,29-01-22 22:25,Chennai,133,ASSAULT,58,F,Other,Violent Crime,1,No,,0,,Middle Aged
18231,2022-01-30 03:00:00,2022-01-29 14:00:00,29-01-22 18:24,Pune,213,CYBERCRIME,16,M,UNKNOWN,Other Crime,13,No,,0,,Minor
18232,2022-01-29 22:00:00,2022-01-29 15:00:00,30-01-22 6:20,Pune,147,FRAUD,23,M,UNKNOWN,Other Crime,6,No,,0,,Young Adult
18233,2022-01-30 04:00:00,2022-01-29 16:00:00,29-01-22 21:48,Pune,528,VANDALISM,19,X,Knife,Other Crime,5,No,,0,,Young Adult
18234,2022-01-02 14:00:00,2022-01-29 17:00:00,29-01-22 17:59,Mumbai,302,FIREARM OFFENSE,13,F,Other,Fire Accident,11,Yes,2022-02-04 14:00:00,1,33.0,Minor
18235,2022-01-31 20:00:00,2022-01-29 18:00:00,29-01-22 19:25,Bhopal,383,TRAFFIC VIOLATION,44,F,Explosives,Traffic Fatality,10,Yes,2022-02-26 20:00:00,1,26.0,Adult
18236,2022-01-31 21:00:00,2022-01-29 19:00:00,30-01-22 14:31,Kolkata,353,TRAFFIC VIOLATION,13,X,Firearm,Traffic Fatality,13,Yes,2022-02-20 21:00:00,1,20.0,Minor
18237,2022-01-30 11:00:00,2022-01-29 20:00:00,30-01-22 17:20,Delhi,417,EXTORTION,78,M,Blunt Object,Other Crime,14,No,,0,,Senior
18238,2022-01-31 08:00:00,2022-01-29 21:00:00,29-01-22 22:24,Ahmedabad,408,ILLEGAL POSSESSION,38,X,Other,Other Crime,12,No,,0,,Adult
