,report_number,date_reported,date_of_occurrence,time_of_occurrence,city,crime_code,crime_description,victim_age,victim_gender,weapon_used,crime_domain,police_deployed,case_closed,date_case_closed,case_closed_flag,case_resolution_days,victim_age_group
18652,18653,2022-02-18 05:00:00,2022-02-16 04:00:00,16-02-22 8:51,Kolkata,288,PUBLIC INTOXICATION,16,F,Poison,Other Crime,15,Yes,2022-02-20 05:00:00,1,2.0,Minor
18655,18656,2022-02-18 22:00:00,2022-02-16 07:00:00,17-02-22 4:07,Hyderabad,459,ROBBERY,58,F,Firearm,Violent Crime,1,No,,0,,Middle Aged
18657,18658,2022-02-17 04:00:00,2022-02-16 09:00:00,17-02-22 7:52,Hyderabad,471,BURGLARY,20,F,Knife,Other Crime,14,Yes,2022-05-18 04:00:00,1,90.0,Young Adult
18661,18662,2022-02-17 15:00:00,2022-02-16 13:00:00,17-02-22 2:36,Delhi,497,VANDALISM,72,F,Firearm,Other Crime,16,No,,0,,Senior
18662,18663,2022-02-16 20:00:00,2022-02-16 14:00:00,17-02-22 11:06,Kolkata,336,TRAFFIC VIOLATION,72,F,Knife,Traffic Fatality,18,No,,0,,Senior
18664,18665,2022-02-18 20:00:00,2022-02-16 16:00:00,17-02-22 11:57,Delhi,519,DRUG OFFENSE,69,F,Blunt Object,Other Crime,1,Yes,2022-03-17 20:00:00,1,27.0,Senior
18667,18668,2022-02-18 17:00:00,2022-02-16 19:00:00,17-02-22 11:24,Delhi,579,VANDALISM,65,F,Explosives,Other Crime,12,No,,0,,Senior
18670,18671,2022-02-19 15:00:00,2022-02-16 22:00:00,17-02-22 9:42,Ghaziabad,542,PUBLIC INTOXICATION,34,F,Knife,Other Crime,1,No,,0,,Adult
18672,18673,2022-02-18 10:00:00,2022-02-17 00:00:00,17-02-22 18:41,Agra,377,DOMESTIC VIOLENCE,53,F,Firearm,Violent Crime,11,Yes,2022-03-16 10:00:00,1,26.0,Middle Aged
18674,18675,2022-02-18 05:00:00,2022-02-17 02:00:00,17-02-22 15:47,Kolkata,539,TRAFFIC VIOLATION,67,F,Firearm,Traffic Fatality,16,No,,0,,Senior
18675,18676,2022-02-18 08:00:00,2022-02-17 03:00:00,17-02-22 5:04,Delhi,270,BURGLARY,34,F,Blunt Object,Other Crime,19,Yes,2022-06-17 08:00:00,1,119.0,Adult
18681,18682,2022-02-20 02:00:00,2022-02-17 09:00:00,17-02-22 19:44,Delhi,308,IDENTITY THEFT,76,F,Poison,Violent Crime,9,Yes,2022-04-16 02:00:00,1,55.0,Senior
18688,18689,2022-02-19 05:00:00,2022-02-17 16:00:00,18-02-22 14:46,Hyderabad,426,VEHICLE - STOLEN,42,F,Explosives,Violent Crime,1,No,,0,,Adult
18691,18692,2022-02-19 20:00:00,2022-02-17 19:00:00,18-02-22 14:38,Bhopal,236,HOMICIDE,73,F,Blunt Object,Other Crime,16,No,,0,,Senior
18700,18701,2022-02-19 23:00:00,2022-02-18 04:00:00,18-02-22 19:26,Chennai,160,FRAUD,67,F,Other,Other Crime,17,No,,0,,Senior
18701,18702,2022-02-20 03:00:00,2022-02-18 05:00:00,19-02-22 0:40,Rajkot,156,EXTORTION,64,F,Poison,Other Crime,1,Yes,2022-10-04 03:00:00,1,226.0,Senior
18702,18703,2022-02-18 11:00:00,2022-02-18 06:00:00,18-02-22 19:47,Chennai,403,BURGLARY,26,F,Knife,Other Crime,13,Yes,2022-07-08 11:00:00,1,140.0,Young Adult
18703,18704,2022-02-18 20:00:00,2022-02-18 07:00:00,18-02-22 22:57,Pune,557,SEXUAL ASSAULT,53,F,Firearm,Violent Crime,11,No,,0,,Middle Aged
18706,18707,2022-02-20 05:00:00,2022-02-18 10:00:00,18-02-22 15:21,Agra,403,IDENTITY THEFT,62,F,Other,Violent Crime,4,Yes,2022-03-29 05:00:00,1,37.0,Senior
18710,18711,2022-02-20 17:00:00,2022-02-18 14:00:00,18-02-22 22:13,Bangalore,253,VEHICLE - STOLEN,31,F,Firearm,Violent Crime,18,No,,0,,Adult
18711,18712,2022-02-18 18:00:00,2022-02-18 15:00:00,19-02-22 2:04,Hyderabad,131,KIDNAPPING,39,F,Firearm,Other Crime,14,No,,0,,Adult
18714,18715,2022-02-21 16:00:00,2022-02-18 18:00:00,19-02-22 9:55,Delhi,243,VANDALISM,38,F,Blunt Object,Other Crime,11,Yes,2022-08-04 16:00:00,1,164.0,Adult
18718,18719,2022-02-21 14:00:00,2022-02-18 22:00:00,19-02-22 14:00,Delhi,390,CYBERCRIME,24,F,UNKNOWN,Other Crime,9,Yes,2022-05-20 14:00:00,1,88.0,Young Adult
18719,18720,2022-02-20 13:00:00,2022-02-18 23:00:00,18-02-22 23:57,Varanasi,227,BURGLARY,43,F,Blunt Object,Other Crime,7,Yes,2022-02-04 13:00:00,1,-16.0,Adult
18720,18721,2022-02-20 08:00:00,2022-02-19 00:00:00,19-02-22 6:51,Surat,402,SEXUAL ASSAULT,33,F,Firearm,Violent Crime,9,No,,0,,Adult
18722,18723,2022-02-20 22:00:00,2022-02-19 02:00:00,19-02-22 12:48,Kanpur,447,PUBLIC INTOXICATION,27,F,Other,Other Crime,8,Yes,2022-06-03 22:00:00,1,103.0,Young Adult
18725,18726,2022-02-19 21:00:00,2022-02-19 05:00:00,20-02-22 2:33,Pune,191,SHOPLIFTING,14,F,Knife,Other Crime,13,No,,0,,Minor
18727,18728,2022-02-20 18:00:00,2022-02-19 07:00:00,19-02-22 8:25,Delhi,163,ASSAULT,44,F,Blunt Object,Violent Crime,11,No,,0,,Adult
18732,18733,2022-02-19 18:00:00,2022-02-19 12:00:00,20-02-22 0:24,Agra,118,ASSAULT,17,F,Blunt Object,Violent Crime,11,Yes,2022-10-05 18:00:00,1,228.0,Minor
18739,18740,2022-02-21 00:00:00,2022-02-19 19:00:00,20-02-22 11:52,Kanpur,121,FIREARM OFFENSE,41,F,UNKNOWN,Fire Accident,19,No,,0,,Adult
18741,18742,2022-02-21 02:00:00,2022-02-19 21:00:00,20-02-22 10:02,Bangalore,405,HOMICIDE,68,F,Other,Other Crime,8,No,,0,,Senior
18742,18743,2022-02-21 02:00:00,2022-02-19 22:00:00,20-02-22 16:48,Pune,132,IDENTITY THEFT,46,F,Knife,Violent Crime,17,Yes,2022-04-25 02:00:00,1,63.0,Middle Aged
18748,18749,2022-02-20 07:00:00,2022-02-20 04:00:00,21-02-22 0:07,Bangalore,198,FIREARM OFFENSE,78,F,Knife,Fire Accident,15,Yes,2022-03-26 07:00:00,1,34.0,Senior
18749,18750,2022-02-22 12:00:00,2022-02-20 05:00:00,20-02-22 5:01,Pune,467,ROBBERY,71,F,Blunt Object,Violent Crime,17,Yes,2022-07-14 12:00:00,1,142.0,Senior
18752,18753,2022-02-21 11:00:00,2022-02-20 08:00:00,20-02-22 12:52,Indore,224,ILLEGAL POSSESSION,18,F,UNKNOWN,Other Crime,12,No,,0,,Young Adult
18760,18761,2022-02-21 15:00:00,2022-02-20 16:00:00,21-02-22 7:47,Chennai,328,IDENTITY THEFT,25,F,Poison,Violent Crime,12,Yes,2022-05-20 15:00:00,1,88.0,Young Adult
18763,18764,2022-02-23 12:00:00,2022-02-20 19:00:00,21-02-22 16:13,Agra,528,PUBLIC INTOXICATION,24,F,Explosives,Other Crime,5,No,,0,,Young Adult
18767,18768,2022-02-21 14:00:00,2022-02-20 23:00:00,21-02-22 12:09,Nagpur,258,VEHICLE - STOLEN,14,F,Firearm,Violent Crime,6,Yes,2022-04-30 14:00:00,1,68.0,Minor
18773,18774,2022-02-22 19:00:00,2022-02-21 05:00:00,21-02-22 23:41,Chennai,361,IDENTITY THEFT,36,F,Blunt Object,Violent Crime,14,No,,0,,Adult
18775,18776,2022-02-21 22:00:00,2022-02-21 07:00:00,21-02-22 9:11,Hyderabad,353,IDENTITY THEFT,50,F,Explosives,Violent Crime,7,No,,0,,Middle Aged
18777,18778,2022-02-24 06:00:00,2022-02-21 09:00:00,22-02-22 0:03,Mumbai,482,IDENTITY THEFT,21,F,Explosives,Violent Crime,18,No,,0,,Young Adult
18778,18779,2022-02-22 21:00:00,2022-02-21 10:00:00,21-02-22 19:34,Jaipur,568,BURGLARY,35,F,UNKNOWN,Other Crime,2,No,,0,,Adult
18779,18780,2022-02-22 19:00:00,2022-02-21 11:00:00,22-02-22 4:18,Indore,306,ROBBERY,45,F,UNKNOWN,Violent Crime,8,Yes,2022-05-19 19:00:00,1,86.0,Adult
18780,18781,2022-02-22 18:00:00,2022-02-21 12:00:00,21-02-22 19:38,Ludhiana,208,SEXUAL ASSAULT,30,F,Firearm,Violent Crime,9,Yes,2023-08-26 18:00:00,1,550.0,Young Adult
18783,18784,2022-02-23 00:00:00,2022-02-21 15:00:00,21-02-22 19:53,Mumbai,283,VANDALISM,33,F,Knife,Other Crime,18,No,,0,,Adult
18788,18789,2022-02-23 17:00:00,2022-02-21 20:00:00,22-02-22 18:43,Bangalore,320,SHOPLIFTING,27,F,Explosives,Other Crime,11,No,,0,,Young Adult
18794,18795,2022-02-24 18:00:00,2022-02-22 02:00:00,22-02-22 4:37,Ahmedabad,366,ASSAULT,10,F,Poison,Violent Crime,1,Yes,2022-04-22 18:00:00,1,57.0,Minor
18797,18798,2022-02-23 07:00:00,2022-02-22 05:00:00,22-02-22 12:03,Ludhiana,309,COUNTERFEITING,12,F,Blunt Object,Other Crime,9,Yes,2022-01-04 07:00:00,1,-50.0,Minor
18798,18799,2022-02-23 15:00:00,2022-02-22 06:00:00,22-02-22 23:43,Ahmedabad,154,VANDALISM,34,F,Other,Other Crime,13,No,,0,,Adult
18799,18800,2022-02-22 21:00:00,2022-02-22 07:00:00,23-02-22 0:33,Surat,260,HOMICIDE,68,F,Other,Other Crime,4,No,,0,,Senior
18804,18805,2022-02-23 04:00:00,2022-02-22 12:00:00,23-02-22 3:57,Mumbai,391,ROBBERY,23,F,Firearm,Violent Crime,9,No,,0,,Young Adult
18806,18807,2022-02-25 03:00:00,2022-02-22 14:00:00,23-02-22 0:58,Kolkata,139,BURGLARY,52,F,Firearm,Other Crime,6,Yes,2022-04-24 03:00:00,1,58.0,Middle Aged
18807,18808,2022-02-24 17:00:00,2022-02-22 15:00:00,23-02-22 10:55,Chennai,208,FRAUD,41,F,Other,Other Crime,8,Yes,2022-04-23 17:00:00,1,58.0,Adult
18809,18810,2022-02-23 10:00:00,2022-02-22 17:00:00,22-02-22 17:19,Delhi,317,CYBERCRIME,37,F,Knife,Other Crime,2,No,,0,,Adult
18812,18813,2022-02-23 10:00:00,2022-02-22 20:00:00,23-02-22 3:41,Agra,231,VANDALISM,59,F,UNKNOWN,Other Crime,8,Yes,2022-03-23 10:00:00,1,28.0,Middle Aged
18814,18815,2022-02-24 04:00:00,2022-02-22 22:00:00,23-02-22 11:25,Delhi,325,PUBLIC INTOXICATION,28,F,UNKNOWN,Other Crime,14,Yes,2022-03-25 04:00:00,1,29.0,Young Adult
18816,18817,2022-02-23 12:00:00,2022-02-23 00:00:00,23-02-22 2:55,Ghaziabad,530,COUNTERFEITING,50,F,Poison,Other Crime,11,No,,0,,Middle Aged
18820,18821,2022-02-24 13:00:00,2022-02-23 04:00:00,23-02-22 18:56,Delhi,274,IDENTITY THEFT,18,F,Knife,Violent Crime,11,No,,0,,Young Adult
18823,18824,2022-02-23 11:00:00,2022-02-23 07:00:00,23-02-22 16:33,Bangalore,447,ILLEGAL POSSESSION,70,F,Firearm,Other Crime,10,No,,0,,Senior
18828,18829,2022-02-24 01:00:00,2022-02-23 12:00:00,24-02-22 6:37,Ahmedabad,299,FIREARM OFFENSE,41,F,Poison,Fire Accident,15,Yes,2022-05-19 01:00:00,1,84.0,Adult
18829,18830,2022-02-26 11:00:00,2022-02-23 13:00:00,23-02-22 23:26,Surat,110,DOMESTIC VIOLENCE,29,F,Explosives,Violent Crime,5,Yes,2022-04-14 11:00:00,1,47.0,Young Adult
18832,18833,2022-02-26 02:00:00,2022-02-23 16:00:00,24-02-22 14:09,Hyderabad,504,CYBERCRIME,44,F,UNKNOWN,Other Crime,4,No,,0,,Adult
18836,18837,2022-02-26 03:00:00,2022-02-23 20:00:00,24-02-22 3:03,Pune,507,VANDALISM,67,F,Knife,Other Crime,17,No,,0,,Senior
18842,18843,2022-02-25 21:00:00,2022-02-24 02:00:00,24-02-22 23:09,Kolkata,164,KIDNAPPING,64,F,Blunt Object,Other Crime,3,Yes,2022-03-05 21:00:00,1,8.0,Senior
18843,18844,2022-02-26 15:00:00,2022-02-24 03:00:00,24-02-22 15:00,Nashik,332,COUNTERFEITING,68,F,Blunt Object,Other Crime,2,Yes,2022-03-29 15:00:00,1,31.0,Senior
18845,18846,2022-02-24 10:00:00,2022-02-24 05:00:00,25-02-22 3:54,Agra,218,DOMESTIC VIOLENCE,14,F,Knife,Violent Crime,16,No,,0,,Minor
18853,18854,2022-02-25 00:00:00,2022-02-24 13:00:00,25-02-22 1:04,Delhi,425,SEXUAL ASSAULT,32,F,Poison,Violent Crime,4,No,,0,,Adult
18854,18855,2022-02-24 15:00:00,2022-02-24 14:00:00,25-02-22 5:57,Mumbai,544,ILLEGAL POSSESSION,65,F,UNKNOWN,Other Crime,11,No,,0,,Senior
18865,18866,2022-02-26 06:00:00,2022-02-25 01:00:00,25-02-22 19:21,Mumbai,322,BURGLARY,54,F,Blunt Object,Other Crime,14,Yes,2022-06-28 06:00:00,1,122.0,Middle Aged
18868,18869,2022-02-26 15:00:00,2022-02-25 04:00:00,25-02-22 21:45,Delhi,275,EXTORTION,53,F,Knife,Other Crime,8,No,,0,,Middle Aged
18875,18876,2022-02-27 21:00:00,2022-02-25 11:00:00,25-02-22 19:50,Delhi,384,ARSON,51,F,UNKNOWN,Fire Accident,15,No,,0,,Middle Aged
18877,18878,2022-02-26 19:00:00,2022-02-25 13:00:00,25-02-22 20:30,Bangalore,129,FRAUD,35,F,Poison,Other Crime,11,Yes,2022-08-04 19:00:00,1,159.0,Adult
18879,18880,2022-02-26 09:00:00,2022-02-25 15:00:00,26-02-22 14:19,Kanpur,313,ROBBERY,44,F,UNKNOWN,Violent Crime,18,Yes,2022-03-29 09:00:00,1,31.0,Adult
18880,18881,2022-02-26 16:00:00,2022-02-25 16:00:00,26-02-22 14:27,Hyderabad,444,EXTORTION,10,F,Firearm,Other Crime,16,No,,0,,Minor
18882,18883,2022-02-26 06:00:00,2022-02-25 18:00:00,26-02-22 4:17,Hyderabad,467,ARSON,27,F,Poison,Fire Accident,18,No,,0,,Young Adult
18887,18888,2022-02-26 02:00:00,2022-02-25 23:00:00,26-02-22 17:20,Nagpur,401,ARSON,49,F,Blunt Object,Fire Accident,12,No,,0,,Middle Aged
18892,18893,2022-01-03 01:00:00,2022-02-26 04:00:00,26-02-22 9:25,Thane,513,VANDALISM,12,F,Poison,Other Crime,18,No,,0,,Minor
18893,18894,2022-02-28 09:00:00,2022-02-26 05:00:00,26-02-22 11:00,Kalyan,307,FIREARM OFFENSE,17,F,Knife,Fire Accident,12,No,,0,,Minor
18896,18897,2022-02-28 11:00:00,2022-02-26 08:00:00,26-02-22 20:23,Meerut,594,HOMICIDE,71,F,Firearm,Other Crime,2,Yes,2022-12-14 11:00:00,1,289.0,Senior
18900,18901,2022-02-27 06:00:00,2022-02-26 12:00:00,26-02-22 15:55,Visakhapatnam,100,ASSAULT,57,F,Knife,Violent Crime,17,Yes,2022-04-30 06:00:00,1,62.0,Middle Aged
18905,18906,2022-02-27 23:00:00,2022-02-26 17:00:00,27-02-22 5:37,Chennai,241,EXTORTION,54,F,Poison,Other Crime,6,Yes,2022-08-04 23:00:00,1,158.0,Middle Aged
18906,18907,2022-02-27 00:00:00,2022-02-26 18:00:00,27-02-22 10:49,Delhi,346,COUNTERFEITING,18,F,Firearm,Other Crime,11,No,,0,,Young Adult
18908,18909,2022-01-03 10:00:00,2022-02-26 20:00:00,27-02-22 3:49,Kanpur,116,FRAUD,30,F,UNKNOWN,Other Crime,9,No,,0,,Young Adult
18909,18910,2022-02-28 00:00:00,2022-02-26 21:00:00,27-02-22 17:40,Kolkata,486,COUNTERFEITING,20,F,Poison,Other Crime,1,No,,0,,Young Adult
18911,18912,2022-02-28 11:00:00,2022-02-26 23:00:00,27-02-22 8:49,Jaipur,101,ASSAULT,64,F,Blunt Object,Violent Crime,8,Yes,2022-06-05 11:00:00,1,97.0,Senior
18914,18915,2022-02-27 10:00:00,2022-02-27 02:00:00,27-02-22 9:03,Rajkot,461,ROBBERY,24,F,Knife,Violent Crime,14,No,,0,,Young Adult
18916,18917,2022-02-03 00:00:00,2022-02-27 04:00:00,27-02-22 14:08,Bhopal,220,BURGLARY,62,F,Blunt Object,Other Crime,7,Yes,2022-05-14 00:00:00,1,100.0,Senior
18925,18926,2022-02-27 19:00:00,2022-02-27 13:00:00,28-02-22 8:16,Delhi,566,COUNTERFEITING,10,F,Firearm,Other Crime,2,No,,0,,Minor
18930,18931,2022-01-03 13:00:00,2022-02-27 18:00:00,27-02-22 22:47,Visakhapatnam,169,HOMICIDE,77,F,Other,Other Crime,19,Yes,2023-06-02 13:00:00,1,515.0,Senior
18940,18941,2022-02-03 02:00:00,2022-02-28 04:00:00,28-02-22 12:21,Lucknow,563,VANDALISM,73,F,Explosives,Other Crime,5,Yes,2022-04-21 02:00:00,1,77.0,Senior
18941,18942,2022-02-03 13:00:00,2022-02-28 05:00:00,28-02-22 21:56,Bhopal,299,ILLEGAL POSSESSION,40,F,Knife,Other Crime,19,Yes,2022-03-14 13:00:00,1,39.0,Adult
18942,18943,2022-02-03 18:00:00,2022-02-28 06:00:00,28-02-22 23:27,Bangalore,329,PUBLIC INTOXICATION,77,F,Explosives,Other Crime,8,No,,0,,Senior
18947,18948,2022-02-03 02:00:00,2022-02-28 11:00:00,28-02-22 23:37,Mumbai,463,DRUG OFFENSE,75,F,Firearm,Other Crime,10,No,,0,,Senior
18950,18951,2022-02-28 19:00:00,2022-02-28 14:00:00,01-03-22 5:57,Mumbai,598,ARSON,40,F,Blunt Object,Fire Accident,6,Yes,2022-03-31 19:00:00,1,31.0,Adult
18951,18952,2022-02-03 09:00:00,2022-02-28 15:00:00,01-03-22 11:12,Ahmedabad,381,ASSAULT,62,F,Firearm,Violent Crime,2,Yes,2022-04-16 09:00:00,1,72.0,Senior
18953,18954,2022-02-03 01:00:00,2022-02-28 17:00:00,01-03-22 5:07,Mumbai,578,COUNTERFEITING,52,F,Explosives,Other Crime,5,Yes,2022-04-17 01:00:00,1,73.0,Middle Aged
18956,18957,2022-01-03 04:00:00,2022-02-28 20:00:00,01-03-22 16:42,Jaipur,424,ROBBERY,36,F,Poison,Violent Crime,16,Yes,2022-06-29 04:00:00,1,177.0,Adult
18958,18959,2022-01-03 02:00:00,2022-02-28 22:00:00,01-03-22 18:52,Delhi,550,SHOPLIFTING,59,F,Knife,Other Crime,10,No,,0,,Middle Aged
18964,18965,2022-02-03 13:00:00,2022-03-01 04:00:00,01-03-22 21:45,Hyderabad,287,FRAUD,62,F,Poison,Other Crime,10,Yes,2022-05-19 13:00:00,1,105.0,Senior
18967,18968,2022-04-03 04:00:00,2022-03-01 07:00:00,01-03-22 21:13,Bhopal,205,HOMICIDE,29,F,UNKNOWN,Other Crime,1,No,,0,,Young Adult
18972,18973,2022-01-03 20:00:00,2022-03-01 12:00:00,01-03-22 18:03,Bangalore,318,EXTORTION,48,F,Firearm,Other Crime,4,No,,0,,Middle Aged
18975,18976,2022-03-03 16:00:00,2022-03-01 15:00:00,01-03-22 15:57,Bangalore,481,SEXUAL ASSAULT,68,F,UNKNOWN,Violent Crime,14,No,,0,,Senior
18976,18977,2022-04-03 00:00:00,2022-03-01 16:00:00,01-03-22 22:49,Thane,346,VEHICLE - STOLEN,78,F,Other,Violent Crime,4,Yes,2022-09-04 00:00:00,1,154.0,Senior
18977,18978,2022-03-03 21:00:00,2022-03-01 17:00:00,02-03-22 3:40,Hyderabad,360,EXTORTION,52,F,UNKNOWN,Other Crime,17,No,,0,,Middle Aged
18978,18979,2022-02-03 14:00:00,2022-03-01 18:00:00,02-03-22 9:17,Ludhiana,235,FRAUD,19,F,Other,Other Crime,15,No,,0,,Young Adult
18979,18980,2022-02-03 18:00:00,2022-03-01 19:00:00,02-03-22 2:05,Ahmedabad,349,SEXUAL ASSAULT,41,F,Other,Violent Crime,11,No,,0,,Adult
18984,18985,2022-04-03 18:00:00,2022-03-02 00:00:00,02-03-22 22:12,Delhi,516,ARSON,73,F,Blunt Object,Fire Accident,1,Yes,2022-05-16 18:00:00,1,43.0,Senior
18985,18986,2022-03-03 01:00:00,2022-03-02 01:00:00,02-03-22 4:39,Agra,291,DOMESTIC VIOLENCE,49,F,UNKNOWN,Violent Crime,13,Yes,2022-03-15 01:00:00,1,12.0,Middle Aged
18996,18997,2022-03-03 08:00:00,2022-03-02 12:00:00,02-03-22 13:15,Delhi,347,BURGLARY,70,F,Other,Other Crime,16,No,,0,,Senior
18998,18999,2022-05-03 10:00:00,2022-03-02 14:00:00,02-03-22 19:23,Delhi,209,FRAUD,59,F,Firearm,Other Crime,17,No,,0,,Middle Aged
19002,19003,2022-04-03 11:00:00,2022-03-02 18:00:00,03-03-22 14:34,Kanpur,588,HOMICIDE,49,F,Poison,Other Crime,6,No,,0,,Middle Aged
19005,19006,2022-04-03 22:00:00,2022-03-02 21:00:00,03-03-22 15:54,Visakhapatnam,121,ASSAULT,73,F,Knife,Violent Crime,17,No,,0,,Senior
19008,19009,2022-05-03 10:00:00,2022-03-03 00:00:00,03-03-22 9:38,Pune,564,KIDNAPPING,29,F,Other,Other Crime,8,No,,0,,Young Adult
19011,19012,2022-05-03 17:00:00,2022-03-03 03:00:00,03-03-22 16:15,Hyderabad,336,DRUG OFFENSE,25,F,Firearm,Other Crime,1,No,,0,,Young Adult
19013,19014,2022-03-03 06:00:00,2022-03-03 05:00:00,04-03-22 3:31,Kolkata,195,COUNTERFEITING,35,F,Knife,Other Crime,16,Yes,2022-03-05 06:00:00,1,2.0,Adult
19014,19015,2022-04-03 22:00:00,2022-03-03 06:00:00,03-03-22 17:19,Mumbai,549,DRUG OFFENSE,36,F,Knife,Other Crime,16,Yes,2022-09-04 22:00:00,1,154.0,Adult
19015,19016,2022-05-03 00:00:00,2022-03-03 07:00:00,03-03-22 20:39,Delhi,575,VANDALISM,61,F,Poison,Other Crime,2,No,,0,,Senior
19017,19018,2022-06-03 03:00:00,2022-03-03 09:00:00,03-03-22 23:44,Mumbai,351,DOMESTIC VIOLENCE,64,F,Other,Violent Crime,14,Yes,2022-04-24 03:00:00,1,-40.0,Senior
19018,19019,2022-04-03 09:00:00,2022-03-03 10:00:00,04-03-22 1:35,Nagpur,387,VEHICLE - STOLEN,36,F,Knife,Violent Crime,7,Yes,2022-09-05 09:00:00,1,155.0,Adult
19019,19020,2022-03-03 12:00:00,2022-03-03 11:00:00,04-03-22 9:37,Bangalore,477,VANDALISM,48,F,Knife,Other Crime,15,Yes,2022-05-31 12:00:00,1,89.0,Middle Aged
19021,19022,2022-04-03 20:00:00,2022-03-03 13:00:00,04-03-22 11:02,Nagpur,260,ROBBERY,64,F,Knife,Violent Crime,13,Yes,2022-08-23 20:00:00,1,142.0,Senior
19023,19024,2022-03-03 16:00:00,2022-03-03 15:00:00,03-03-22 19:15,Pune,549,COUNTERFEITING,32,F,Knife,Other Crime,4,Yes,2022-10-03 16:00:00,1,214.0,Adult
19027,19028,2022-05-03 01:00:00,2022-03-03 19:00:00,04-03-22 3:01,Ahmedabad,280,BURGLARY,26,F,Knife,Other Crime,16,Yes,2022-08-31 01:00:00,1,120.0,Young Adult
19030,19031,2022-05-03 18:00:00,2022-03-03 22:00:00,04-03-22 20:04,Delhi,528,ROBBERY,55,F,Other,Violent Crime,7,No,,0,,Middle Aged
19034,19035,2022-04-03 08:00:00,2022-03-04 02:00:00,04-03-22 10:04,Visakhapatnam,449,FRAUD,64,F,Firearm,Other Crime,14,No,,0,,Senior
19039,19040,2022-04-03 10:00:00,2022-03-04 07:00:00,04-03-22 22:35,Chennai,426,ROBBERY,51,F,Explosives,Violent Crime,19,No,,0,,Middle Aged
19041,19042,2022-04-03 23:00:00,2022-03-04 09:00:00,05-03-22 8:55,Lucknow,420,ASSAULT,26,F,Explosives,Violent Crime,13,Yes,2022-07-04 23:00:00,1,92.0,Young Adult
19042,19043,2022-06-03 17:00:00,2022-03-04 10:00:00,05-03-22 6:17,Hyderabad,368,ILLEGAL POSSESSION,24,F,Firearm,Other Crime,11,No,,0,,Young Adult
19049,19050,2022-05-03 05:00:00,2022-03-04 17:00:00,05-03-22 2:25,Lucknow,346,IDENTITY THEFT,55,F,Blunt Object,Violent Crime,13,Yes,2022-03-19 05:00:00,1,-45.0,Middle Aged
19052,19053,2022-06-03 13:00:00,2022-03-04 20:00:00,05-03-22 3:29,Mumbai,123,VEHICLE - STOLEN,12,F,Knife,Violent Crime,17,No,,0,,Minor
19053,19054,2022-05-03 03:00:00,2022-03-04 21:00:00,05-03-22 16:14,Visakhapatnam,441,VANDALISM,25,F,Firearm,Other Crime,11,No,,0,,Young Adult
19056,19057,2022-05-03 07:00:00,2022-03-05 00:00:00,05-03-22 0:28,Hyderabad,595,FRAUD,31,F,Knife,Other Crime,7,Yes,2022-12-05 07:00:00,1,216.0,Adult
19067,19068,2022-07-03 06:00:00,2022-03-05 11:00:00,05-03-22 11:42,Surat,376,HOMICIDE,42,F,Other,Other Crime,3,No,,0,,Adult
19068,19069,2022-07-03 13:00:00,2022-03-05 12:00:00,05-03-22 17:04,Faridabad,375,SHOPLIFTING,72,F,Poison,Other Crime,7,Yes,2022-03-04 13:00:00,1,-121.0,Senior
19071,19072,2022-06-03 15:00:00,2022-03-05 15:00:00,05-03-22 18:41,Delhi,489,ASSAULT,16,F,Poison,Violent Crime,12,No,,0,,Minor
19072,19073,2022-07-03 10:00:00,2022-03-05 16:00:00,05-03-22 22:06,Ludhiana,331,SHOPLIFTING,66,F,UNKNOWN,Other Crime,13,Yes,2022-04-18 10:00:00,1,-76.0,Senior
19074,19075,2022-07-03 06:00:00,2022-03-05 18:00:00,06-03-22 9:54,Rajkot,134,DOMESTIC VIOLENCE,36,F,UNKNOWN,Violent Crime,19,Yes,2022-07-05 06:00:00,1,2.0,Adult
19081,19082,2022-07-03 08:00:00,2022-03-06 01:00:00,06-03-22 14:52,Ludhiana,233,TRAFFIC VIOLATION,13,F,Other,Traffic Fatality,1,Yes,2022-03-31 08:00:00,1,-94.0,Minor
19084,19085,2022-06-03 17:00:00,2022-03-06 04:00:00,06-03-22 15:07,Bangalore,418,DOMESTIC VIOLENCE,71,F,UNKNOWN,Violent Crime,15,Yes,2022-02-06 17:00:00,1,-117.0,Senior
19090,19091,2022-06-03 17:00:00,2022-03-06 10:00:00,06-03-22 11:58,Lucknow,520,HOMICIDE,70,F,Knife,Other Crime,4,Yes,2023-07-07 17:00:00,1,399.0,Senior
19099,19100,2022-07-03 09:00:00,2022-03-06 19:00:00,06-03-22 22:42,Kanpur,274,ASSAULT,34,F,Blunt Object,Violent Crime,9,No,,0,,Adult
19103,19104,2022-08-03 12:00:00,2022-03-06 23:00:00,07-03-22 6:59,Mumbai,263,BURGLARY,79,F,Explosives,Other Crime,14,Yes,2022-07-14 12:00:00,1,-20.0,Senior
19104,19105,2022-07-03 02:00:00,2022-03-07 00:00:00,07-03-22 21:08,Jaipur,231,VEHICLE - STOLEN,66,F,Other,Violent Crime,18,No,,0,,Senior
19106,19107,2022-09-03 10:00:00,2022-03-07 02:00:00,07-03-22 8:28,Srinagar,499,VANDALISM,41,F,Blunt Object,Other Crime,11,No,,0,,Adult
