,report_number,date_reported,date_of_occurrence,city,crime_domain,crime_description,victim_age,victim_age_group,victim_gender,weapon_used,police_deployed,case_closed_flag,case_resolution_days
21097,21098,2022-05-30 05:00:00,2022-05-29 01:00:00,Lucknow,Other Crime,PUBLIC INTOXICATION,27,Young Adult,M,Explosives,5,1,15.0
21098,21099,2022-05-30 23:00:00,2022-05-29 02:00:00,Kolkata,Other Crime,CYBERCRIME,67,Senior,X,UNKNOWN,19,0,
21099,21100,2022-05-31 18:00:00,2022-05-29 03:00:00,Srinagar,Violent Crime,SEXUAL ASSAULT,10,Minor,X,Explosives,12,1,398.0
21100,21101,2022-05-30 05:00:00,2022-05-29 04:00:00,Surat,Violent Crime,DOMESTIC VIOLENCE,70,Senior,M,Knife,13,1,101.0
21101,21102,2022-05-31 02:00:00,2022-05-29 05:00:00,Ahmedabad,Other Crime,KIDNAPPING,79,Senior,M,UNKNOWN,8,0,
21102,21103,2022-05-29 15:00:00,2022-05-29 06:00:00,Pune,Other Crime,ILLEGAL POSSESSION,21,Young Adult,X,Knife,14,0,
21103,21104,2022-05-30 13:00:00,2022-05-29 07:00:00,Lucknow,Violent Crime,SEXUAL ASSAULT,61,Senior,X,UNKNOWN,18,1,502.0
21104,21105,2022-05-31 14:00:00,2022-05-29 08:00:00,Delhi,Violent Crime,ASSAULT,52,Middle Aged,M,Knife,4,1,19.0
21105,21106,2022-05-31 18:00:00,2022-05-29 09:00:00,Delhi,Other Crime,COUNTERFEITING,43,Adult,X,Explosives,13,1,-24.0
21106,21107,2022-05-30 09:00:00,2022-05-29 10:00:00,Lucknow,Traffic Fatality,TRAFFIC VIOLATION,45,Adult,M,Knife,15,1,68.0
21107,21108,2022-05-30 09:00:00,2022-05-29 11:00:00,Mumbai,Violent Crime,IDENTITY THEFT,64,Senior,M,Blunt Object,11,1,54.0
21108,21109,2022-05-31 22:00:00,2022-05-29 12:00:00,Delhi,Other Crime,PUBLIC INTOXICATION,59,Middle Aged,M,UNKNOWN,8,0,
21109,21110,2022-05-30 01:00:00,2022-05-29 13:00:00,Jaipur,Other Crime,CYBERCRIME,67,Senior,M,Firearm,15,0,
21110,21111,2022-05-29 18:00:00,2022-05-29 14:00:00,Pune,Violent Crime,ROBBERY,28,Young Adult,M,Blunt Object,1,1,-109.0
21111,21112,2022-01-06 05:00:00,2022-05-29 15:00:00,Bangalore,Other Crime,EXTORTION,39,Adult,F,Blunt Object,11,0,
21112,21113,2022-05-31 17:00:00,2022-05-29 16:00:00,Mumbai,Other Crime,VANDALISM,31,Adult,X,Knife,15,0,
21113,21114,2022-05-30 07:00:00,2022-05-29 17:00:00,Bhopal,Violent Crime,ASSAULT,62,Senior,M,Other,10,0,
21114,21115,2022-05-30 13:00:00,2022-05-29 18:00:00,Nashik,Fire Accident,ARSON,71,Senior,M,Explosives,14,1,78.0
21115,21116,2022-05-31 05:00:00,2022-05-29 19:00:00,Surat,Fire Accident,ARSON,51,Middle Aged,X,Explosives,4,0,
21116,21117,2022-05-31 00:00:00,2022-05-29 20:00:00,Hyderabad,Violent Crime,ASSAULT,19,Young Adult,F,UNKNOWN,4,0,
21117,21118,2022-05-30 11:00:00,2022-05-29 21:00:00,Visakhapatnam,Other Crime,EXTORTION,64,Senior,M,Poison,13,1,29.0
21118,21119,2022-05-31 13:00:00,2022-05-29 22:00:00,Hyderabad,Violent Crime,ROBBERY,45,Adult,X,UNKNOWN,6,0,
21119,21120,2022-05-30 18:00:00,2022-05-29 23:00:00,Bhopal,Violent Crime,IDENTITY THEFT,49,Middle Aged,F,Poison,5,1,131.0
21120,21121,2022-05-30 17:00:00,2022-05-30 00:00:00,Delhi,Fire Accident,ARSON,66,Senior,F,Other,3,1,21.0
21121,21122,2022-05-30 17:00:00,2022-05-30 01:00:00,Mumbai,Violent Crime,ROBBERY,15,Minor,F,Blunt Object,3,1,130.0
21122,21123,2022-05-30 20:00:00,2022-05-30 02:00:00,Ahmedabad,Other Crime,PUBLIC INTOXICATION,28,Young Adult,X,Other,14,1,-24.0
21123,21124,2022-05-31 12:00:00,2022-05-30 03:00:00,Delhi,Violent Crime,SEXUAL ASSAULT,10,Minor,X,UNKNOWN,13,1,659.0
21124,21125,2022-01-06 10:00:00,2022-05-30 04:00:00,Bangalore,Other Crime,KIDNAPPING,33,Adult,F,Poison,2,1,165.0
21125,21126,2022-05-30 19:00:00,2022-05-30 05:00:00,Pune,Other Crime,DRUG OFFENSE,39,Adult,F,Explosives,11,0,
21126,21127,2022-05-31 06:00:00,2022-05-30 06:00:00,Delhi,Violent Crime,DOMESTIC VIOLENCE,26,Young Adult,X,Poison,6,0,
21127,21128,2022-05-31 03:00:00,2022-05-30 07:00:00,Mumbai,Violent Crime,SEXUAL ASSAULT,33,Adult,F,UNKNOWN,1,0,
21128,21129,2022-05-30 09:00:00,2022-05-30 08:00:00,Mumbai,Violent Crime,SEXUAL ASSAULT,52,Middle Aged,M,UNKNOWN,5,0,
21129,21130,2022-05-31 19:00:00,2022-05-30 09:00:00,Patna,Fire Accident,FIREARM OFFENSE,22,Young Adult,X,Blunt Object,18,1,56.0
21130,21131,2022-02-06 03:00:00,2022-05-30 10:00:00,Surat,Other Crime,BURGLARY,44,Adult,F,Poison,6,1,236.0
21131,21132,2022-05-30 19:00:00,2022-05-30 11:00:00,Mumbai,Other Crime,ILLEGAL POSSESSION,15,Minor,F,Knife,10,1,68.0
21132,21133,2022-01-06 21:00:00,2022-05-30 12:00:00,Chennai,Violent Crime,ROBBERY,47,Middle Aged,X,UNKNOWN,4,0,
21133,21134,2022-02-06 00:00:00,2022-05-30 13:00:00,Chennai,Violent Crime,VEHICLE - STOLEN,38,Adult,M,Poison,11,1,152.0
21134,21135,2022-01-06 07:00:00,2022-05-30 14:00:00,Delhi,Violent Crime,VEHICLE - STOLEN,68,Senior,F,Poison,8,1,231.0
21135,21136,2022-01-06 15:00:00,2022-05-30 15:00:00,Pune,Other Crime,SHOPLIFTING,24,Young Adult,X,Explosives,15,0,
21136,21137,2022-02-06 10:00:00,2022-05-30 16:00:00,Mumbai,Violent Crime,VEHICLE - STOLEN,72,Senior,F,Poison,18,0,
21137,21138,2022-05-31 20:00:00,2022-05-30 17:00:00,Mumbai,Other Crime,SHOPLIFTING,68,Senior,X,Explosives,3,0,
21138,21139,2022-01-06 06:00:00,2022-05-30 18:00:00,Lucknow,Violent Crime,ASSAULT,71,Senior,M,Poison,6,0,
21139,21140,2022-02-06 06:00:00,2022-05-30 19:00:00,Nagpur,Other Crime,BURGLARY,41,Adult,M,Poison,6,0,
21140,21141,2022-05-31 08:00:00,2022-05-30 20:00:00,Lucknow,Other Crime,VANDALISM,14,Minor,F,Explosives,16,1,26.0
21141,21142,2022-02-06 01:00:00,2022-05-30 21:00:00,Vasai,Other Crime,HOMICIDE,64,Senior,M,UNKNOWN,12,1,392.0
21142,21143,2022-01-06 00:00:00,2022-05-30 22:00:00,Delhi,Other Crime,BURGLARY,77,Senior,M,Other,9,1,232.0
21143,21144,2022-02-06 00:00:00,2022-05-30 23:00:00,Mumbai,Other Crime,KIDNAPPING,65,Senior,M,Other,16,1,137.0
21144,21145,2022-01-06 07:00:00,2022-05-31 00:00:00,Kolkata,Violent Crime,DOMESTIC VIOLENCE,59,Middle Aged,M,Other,3,1,219.0
21145,21146,2022-05-31 04:00:00,2022-05-31 01:00:00,Delhi,Other Crime,ILLEGAL POSSESSION,66,Senior,X,Firearm,4,0,
21146,21147,2022-05-31 09:00:00,2022-05-31 02:00:00,Chennai,Violent Crime,VEHICLE - STOLEN,23,Young Adult,M,Knife,3,1,100.0
21147,21148,2022-05-31 21:00:00,2022-05-31 03:00:00,Bangalore,Other Crime,EXTORTION,51,Middle Aged,M,Blunt Object,7,0,
21148,21149,2022-01-06 05:00:00,2022-05-31 04:00:00,Kalyan,Other Crime,COUNTERFEITING,39,Adult,M,Knife,1,0,
21149,21150,2022-01-06 03:00:00,2022-05-31 05:00:00,Pune,Other Crime,PUBLIC INTOXICATION,71,Senior,X,Other,6,0,
21150,21151,2022-02-06 21:00:00,2022-05-31 06:00:00,Kolkata,Other Crime,HOMICIDE,11,Minor,X,Other,19,0,
21151,21152,2022-01-06 00:00:00,2022-05-31 07:00:00,Kolkata,Traffic Fatality,TRAFFIC VIOLATION,66,Senior,M,Explosives,6,1,165.0
21152,21153,2022-01-06 20:00:00,2022-05-31 08:00:00,Delhi,Other Crime,BURGLARY,78,Senior,M,Poison,7,0,
21153,21154,2022-05-31 12:00:00,2022-05-31 09:00:00,Pune,Violent Crime,VEHICLE - STOLEN,19,Young Adult,X,Other,14,0,
21154,21155,2022-05-31 20:00:00,2022-05-31 10:00:00,Hyderabad,Violent Crime,ROBBERY,61,Senior,M,Firearm,1,0,
21155,21156,2022-05-31 19:00:00,2022-05-31 11:00:00,Chennai,Violent Crime,VEHICLE - STOLEN,61,Senior,X,Explosives,5,0,
21156,21157,2022-01-06 15:00:00,2022-05-31 12:00:00,Hyderabad,Other Crime,ILLEGAL POSSESSION,42,Adult,F,Explosives,18,1,162.0
21157,21158,2022-01-06 08:00:00,2022-05-31 13:00:00,Thane,Violent Crime,SEXUAL ASSAULT,35,Adult,F,Explosives,4,1,573.0
21158,21159,2022-01-06 23:00:00,2022-05-31 14:00:00,Mumbai,Other Crime,ILLEGAL POSSESSION,64,Senior,X,UNKNOWN,2,0,
21159,21160,2022-03-06 14:00:00,2022-05-31 15:00:00,Nagpur,Violent Crime,ASSAULT,43,Adult,F,Explosives,13,1,185.0
21160,21161,2022-03-06 12:00:00,2022-05-31 16:00:00,Bhopal,Other Crime,ILLEGAL POSSESSION,46,Middle Aged,F,UNKNOWN,17,1,129.0
21161,21162,2022-01-06 16:00:00,2022-05-31 17:00:00,Kanpur,Fire Accident,FIREARM OFFENSE,59,Middle Aged,M,Firearm,8,1,227.0
21162,21163,2022-03-06 09:00:00,2022-05-31 18:00:00,Pune,Other Crime,CYBERCRIME,65,Senior,M,Firearm,17,0,
21163,21164,2022-02-06 21:00:00,2022-05-31 19:00:00,Ahmedabad,Fire Accident,FIREARM OFFENSE,45,Adult,X,UNKNOWN,2,1,166.0
21164,21165,2022-01-06 11:00:00,2022-05-31 20:00:00,Mumbai,Fire Accident,ARSON,20,Young Adult,M,UNKNOWN,14,1,244.0
21165,21166,2022-02-06 16:00:00,2022-05-31 21:00:00,Ghaziabad,Fire Accident,FIREARM OFFENSE,68,Senior,M,Poison,17,1,303.0
21166,21167,2022-03-06 02:00:00,2022-05-31 22:00:00,Ahmedabad,Violent Crime,DOMESTIC VIOLENCE,76,Senior,M,UNKNOWN,4,1,136.0
21167,21168,2022-02-06 19:00:00,2022-05-31 23:00:00,Bangalore,Violent Crime,IDENTITY THEFT,60,Middle Aged,X,Knife,19,1,60.0
21168,21169,2022-03-06 06:00:00,2022-06-01 00:00:00,Bangalore,Fire Accident,ARSON,18,Young Adult,F,Blunt Object,15,0,
21169,21170,2022-03-06 15:00:00,2022-06-01 01:00:00,Delhi,Other Crime,KIDNAPPING,51,Middle Aged,X,Blunt Object,2,0,
21170,21171,2022-03-06 06:00:00,2022-06-01 02:00:00,Bangalore,Violent Crime,SEXUAL ASSAULT,22,Young Adult,F,Other,10,0,
21171,21172,2022-03-06 10:00:00,2022-06-01 03:00:00,Rajkot,Other Crime,BURGLARY,70,Senior,F,Poison,13,0,
21172,21173,2022-03-06 15:00:00,2022-06-01 04:00:00,Mumbai,Traffic Fatality,TRAFFIC VIOLATION,41,Adult,F,Blunt Object,9,0,
21173,21174,2022-03-06 08:00:00,2022-06-01 05:00:00,Kalyan,Other Crime,BURGLARY,60,Middle Aged,F,Other,6,0,
21174,21175,2022-01-06 16:00:00,2022-06-01 06:00:00,Jaipur,Other Crime,VANDALISM,22,Young Adult,X,Explosives,13,1,223.0
21175,21176,2022-02-06 22:00:00,2022-06-01 07:00:00,Kanpur,Other Crime,COUNTERFEITING,35,Adult,F,Other,6,1,130.0
21176,21177,2022-01-06 16:00:00,2022-06-01 08:00:00,Hyderabad,Violent Crime,ASSAULT,56,Middle Aged,X,Poison,18,1,224.0
21177,21178,2022-01-06 13:00:00,2022-06-01 09:00:00,Nagpur,Other Crime,FRAUD,73,Senior,F,UNKNOWN,7,1,164.0
21178,21179,2022-03-06 21:00:00,2022-06-01 10:00:00,Delhi,Other Crime,HOMICIDE,76,Senior,X,Firearm,8,0,
21179,21180,2022-02-06 09:00:00,2022-06-01 11:00:00,Delhi,Other Crime,BURGLARY,57,Middle Aged,M,UNKNOWN,18,0,
21180,21181,2022-02-06 13:00:00,2022-06-01 12:00:00,Hyderabad,Other Crime,KIDNAPPING,59,Middle Aged,M,Blunt Object,13,1,183.0
21181,21182,2022-02-06 07:00:00,2022-06-01 13:00:00,Kanpur,Other Crime,SHOPLIFTING,43,Adult,M,Other,10,1,193.0
21182,21183,2022-04-06 00:00:00,2022-06-01 14:00:00,Ludhiana,Other Crime,EXTORTION,16,Minor,X,Blunt Object,2,1,111.0
21183,21184,2022-02-06 04:00:00,2022-06-01 15:00:00,Hyderabad,Other Crime,FRAUD,14,Minor,X,UNKNOWN,17,1,275.0
21184,21185,2022-04-06 13:00:00,2022-06-01 16:00:00,Hyderabad,Other Crime,FRAUD,69,Senior,M,Other,15,0,
21185,21186,2022-03-06 13:00:00,2022-06-01 17:00:00,Indore,Other Crime,SHOPLIFTING,52,Middle Aged,X,Firearm,15,0,
21186,21187,2022-03-06 03:00:00,2022-06-01 18:00:00,Nagpur,Other Crime,EXTORTION,15,Minor,F,Knife,11,0,
21187,21188,2022-02-06 22:00:00,2022-06-01 19:00:00,Mumbai,Other Crime,COUNTERFEITING,28,Young Adult,M,Firearm,16,0,
21188,21189,2022-02-06 19:00:00,2022-06-01 20:00:00,Mumbai,Other Crime,CYBERCRIME,40,Adult,F,Knife,16,0,
21189,21190,2022-04-06 17:00:00,2022-06-01 21:00:00,Mumbai,Other Crime,EXTORTION,74,Senior,F,Other,5,1,62.0
21190,21191,2022-03-06 01:00:00,2022-06-01 22:00:00,Srinagar,Other Crime,ILLEGAL POSSESSION,16,Minor,X,Firearm,14,0,
21191,21192,2022-03-06 09:00:00,2022-06-01 23:00:00,Jaipur,Violent Crime,IDENTITY THEFT,10,Minor,M,Explosives,1,0,
21192,21193,2022-02-06 05:00:00,2022-06-02 00:00:00,Bangalore,Violent Crime,VEHICLE - STOLEN,54,Middle Aged,X,Blunt Object,1,1,139.0
21193,21194,2022-02-06 18:00:00,2022-06-02 01:00:00,Pune,Violent Crime,DOMESTIC VIOLENCE,77,Senior,M,Firearm,12,0,
21194,21195,2022-02-06 11:00:00,2022-06-02 02:00:00,Vasai,Violent Crime,ROBBERY,22,Young Adult,X,Explosives,17,0,
21195,21196,2022-03-06 11:00:00,2022-06-02 03:00:00,Nagpur,Other Crime,COUNTERFEITING,78,Senior,M,UNKNOWN,11,1,166.0
21196,21197,2022-04-06 06:00:00,2022-06-02 04:00:00,Pune,Fire Accident,FIREARM OFFENSE,46,Middle Aged,M,Explosives,4,1,108.0
21197,21198,2022-05-06 01:00:00,2022-06-02 05:00:00,Chennai,Other Crime,HOMICIDE,60,Middle Aged,X,Explosives,11,0,
21198,21199,2022-02-06 21:00:00,2022-06-02 06:00:00,Hyderabad,Other Crime,EXTORTION,71,Senior,F,Explosives,9,1,135.0
21199,21200,2022-02-06 12:00:00,2022-06-02 07:00:00,Bangalore,Other Crime,ILLEGAL POSSESSION,22,Young Adult,M,UNKNOWN,7,1,141.0
21200,21201,2022-02-06 09:00:00,2022-06-02 08:00:00,Delhi,Other Crime,PUBLIC INTOXICATION,32,Adult,M,Explosives,13,1,150.0
21201,21202,2022-03-06 13:00:00,2022-06-02 09:00:00,Mumbai,Violent Crime,ROBBERY,59,Middle Aged,F,UNKNOWN,14,1,227.0
21202,21203,2022-04-06 01:00:00,2022-06-02 10:00:00,Delhi,Violent Crime,DOMESTIC VIOLENCE,16,Minor,X,UNKNOWN,2,0,
21203,21204,2022-05-06 09:00:00,2022-06-02 11:00:00,Ahmedabad,Other Crime,DRUG OFFENSE,57,Middle Aged,F,Explosives,11,1,51.0
21204,21205,2022-04-06 05:00:00,2022-06-02 12:00:00,Hyderabad,Fire Accident,ARSON,17,Minor,X,Other,8,1,144.0
21205,21206,2022-04-06 18:00:00,2022-06-02 13:00:00,Lucknow,Other Crime,SHOPLIFTING,13,Minor,M,Explosives,2,0,
21206,21207,2022-03-06 05:00:00,2022-06-02 14:00:00,Kolkata,Violent Crime,IDENTITY THEFT,48,Middle Aged,F,Explosives,8,1,2.0
21207,21208,2022-02-06 21:00:00,2022-06-02 15:00:00,Thane,Other Crime,DRUG OFFENSE,62,Senior,F,Knife,11,0,
21208,21209,2022-03-06 02:00:00,2022-06-02 16:00:00,Delhi,Fire Accident,ARSON,56,Middle Aged,X,Other,13,1,167.0
21209,21210,2022-05-06 12:00:00,2022-06-02 17:00:00,Mumbai,Traffic Fatality,TRAFFIC VIOLATION,48,Middle Aged,F,Knife,14,0,
21210,21211,2022-03-06 22:00:00,2022-06-02 18:00:00,Chennai,Violent Crime,DOMESTIC VIOLENCE,40,Adult,X,Explosives,8,1,63.0
21211,21212,2022-03-06 18:00:00,2022-06-02 19:00:00,Bangalore,Violent Crime,ASSAULT,15,Minor,F,Other,12,0,
21212,21213,2022-02-06 22:00:00,2022-06-02 20:00:00,Srinagar,Other Crime,COUNTERFEITING,42,Adult,X,Explosives,17,1,203.0
21213,21214,2022-03-06 09:00:00,2022-06-02 21:00:00,Varanasi,Other Crime,FRAUD,40,Adult,M,Other,7,1,62.0
21214,21215,2022-05-06 21:00:00,2022-06-02 22:00:00,Kolkata,Other Crime,CYBERCRIME,67,Senior,M,Knife,9,1,80.0
21215,21216,2022-04-06 11:00:00,2022-06-02 23:00:00,Chennai,Other Crime,SHOPLIFTING,51,Middle Aged,M,Knife,6,1,216.0
21216,21217,2022-03-06 02:00:00,2022-06-03 00:00:00,Bangalore,Other Crime,KIDNAPPING,45,Adult,F,Explosives,5,0,
21217,21218,2022-03-06 23:00:00,2022-06-03 01:00:00,Delhi,Other Crime,CYBERCRIME,29,Young Adult,X,Knife,1,1,102.0
21218,21219,2022-04-06 10:00:00,2022-06-03 02:00:00,Hyderabad,Other Crime,VANDALISM,38,Adult,F,Blunt Object,15,1,245.0
21219,21220,2022-04-06 05:00:00,2022-06-03 03:00:00,Kolkata,Fire Accident,ARSON,50,Middle Aged,M,Firearm,8,0,
21220,21221,2022-04-06 21:00:00,2022-06-03 04:00:00,Hyderabad,Other Crime,HOMICIDE,56,Middle Aged,X,Other,3,0,
21221,21222,2022-05-06 06:00:00,2022-06-03 05:00:00,Mumbai,Violent Crime,IDENTITY THEFT,70,Senior,X,Knife,6,0,
21222,21223,2022-05-06 19:00:00,2022-06-03 06:00:00,Ghaziabad,Other Crime,SHOPLIFTING,62,Senior,F,Blunt Object,12,1,53.0
21223,21224,2022-03-06 16:00:00,2022-06-03 07:00:00,Delhi,Fire Accident,ARSON,68,Senior,F,UNKNOWN,11,1,63.0
21224,21225,2022-06-06 06:00:00,2022-06-03 08:00:00,Chennai,Other Crime,KIDNAPPING,46,Middle Aged,M,Other,8,1,154.0
21225,21226,2022-05-06 20:00:00,2022-06-03 09:00:00,Mumbai,Violent Crime,ASSAULT,47,Middle Aged,F,Other,6,1,108.0
21226,21227,2022-05-06 09:00:00,2022-06-03 10:00:00,Faridabad,Violent Crime,VEHICLE - STOLEN,13,Minor,M,UNKNOWN,19,1,69.0
21227,21228,2022-03-06 16:00:00,2022-06-03 11:00:00,Bangalore,Other Crime,KIDNAPPING,54,Middle Aged,X,UNKNOWN,12,1,104.0
21228,21229,2022-04-06 23:00:00,2022-06-03 12:00:00,Bangalore,Other Crime,EXTORTION,42,Adult,X,Knife,10,1,-58.0
21229,21230,2022-06-06 09:00:00,2022-06-03 13:00:00,Agra,Violent Crime,VEHICLE - STOLEN,14,Minor,M,UNKNOWN,5,0,
21230,21231,2022-03-06 19:00:00,2022-06-03 14:00:00,Ludhiana,Violent Crime,ROBBERY,43,Adult,F,UNKNOWN,15,0,
21231,21232,2022-04-06 23:00:00,2022-06-03 15:00:00,Ludhiana,Other Crime,DRUG OFFENSE,22,Young Adult,M,Other,15,0,
21232,21233,2022-06-06 15:00:00,2022-06-03 16:00:00,Surat,Violent Crime,IDENTITY THEFT,13,Minor,F,Other,14,0,
21233,21234,2022-06-06 16:00:00,2022-06-03 17:00:00,Hyderabad,Violent Crime,ROBBERY,79,Senior,X,UNKNOWN,6,1,129.0
21234,21235,2022-03-06 21:00:00,2022-06-03 18:00:00,Kolkata,Other Crime,FRAUD,11,Minor,X,Knife,13,1,-26.0
21235,21236,2022-03-06 21:00:00,2022-06-03 19:00:00,Delhi,Other Crime,VANDALISM,71,Senior,F,Explosives,5,1,185.0
21236,21237,2022-04-06 02:00:00,2022-06-03 20:00:00,Delhi,Other Crime,FRAUD,55,Middle Aged,X,Poison,11,1,136.0
21237,21238,2022-06-06 00:00:00,2022-06-03 21:00:00,Indore,Violent Crime,SEXUAL ASSAULT,25,Young Adult,X,Knife,18,1,347.0
21238,21239,2022-03-06 23:00:00,2022-06-03 22:00:00,Lucknow,Fire Accident,ARSON,74,Senior,F,Blunt Object,15,1,162.0
21239,21240,2022-05-06 18:00:00,2022-06-03 23:00:00,Hyderabad,Violent Crime,DOMESTIC VIOLENCE,27,Young Adult,F,Explosives,3,0,
21240,21241,2022-05-06 19:00:00,2022-06-04 00:00:00,Bangalore,Fire Accident,FIREARM OFFENSE,11,Minor,F,Blunt Object,11,0,
21241,21242,2022-04-06 10:00:00,2022-06-04 01:00:00,Kolkata,Other Crime,ILLEGAL POSSESSION,77,Senior,M,Firearm,6,0,
21242,21243,2022-06-06 10:00:00,2022-06-04 02:00:00,Ahmedabad,Violent Crime,SEXUAL ASSAULT,63,Senior,F,UNKNOWN,9,1,377.0
21243,21244,2022-06-06 13:00:00,2022-06-04 03:00:00,Mumbai,Fire Accident,ARSON,67,Senior,M,Other,8,1,68.0
21244,21245,2022-05-06 02:00:00,2022-06-04 04:00:00,Kolkata,Violent Crime,DOMESTIC VIOLENCE,69,Senior,M,Blunt Object,8,1,124.0
21245,21246,2022-05-06 04:00:00,2022-06-04 05:00:00,Kolkata,Other Crime,SHOPLIFTING,63,Senior,M,Poison,11,0,
21246,21247,2022-06-06 01:00:00,2022-06-04 06:00:00,Kolkata,Other Crime,HOMICIDE,35,Adult,M,UNKNOWN,13,0,
21247,21248,2022-04-06 10:00:00,2022-06-04 07:00:00,Patna,Other Crime,ILLEGAL POSSESSION,17,Minor,X,Poison,1,0,
21248,21249,2022-06-06 02:00:00,2022-06-04 08:00:00,Hyderabad,Other Crime,VANDALISM,63,Senior,M,Poison,18,1,45.0
21249,21250,2022-06-06 11:00:00,2022-06-04 09:00:00,Mumbai,Other Crime,BURGLARY,45,Adult,M,Firearm,16,1,71.0
21250,21251,2022-06-06 19:00:00,2022-06-04 10:00:00,Rajkot,Other Crime,FRAUD,17,Minor,X,Poison,7,0,
21251,21252,2022-04-06 20:00:00,2022-06-04 11:00:00,Bangalore,Other Crime,PUBLIC INTOXICATION,48,Middle Aged,M,Other,18,0,
21252,21253,2022-06-06 22:00:00,2022-06-04 12:00:00,Delhi,Other Crime,CYBERCRIME,12,Minor,X,Firearm,17,1,38.0
21253,21254,2022-07-06 04:00:00,2022-06-04 13:00:00,Nagpur,Other Crime,BURGLARY,50,Middle Aged,F,Explosives,19,0,
21254,21255,2022-07-06 08:00:00,2022-06-04 14:00:00,Pune,Other Crime,CYBERCRIME,30,Young Adult,M,Blunt Object,16,1,38.0
21255,21256,2022-07-06 14:00:00,2022-06-04 15:00:00,Hyderabad,Other Crime,EXTORTION,43,Adult,F,UNKNOWN,7,1,-13.0
21256,21257,2022-06-06 05:00:00,2022-06-04 16:00:00,Nagpur,Other Crime,VANDALISM,32,Adult,M,Knife,1,1,24.0
21257,21258,2022-05-06 05:00:00,2022-06-04 17:00:00,Bangalore,Other Crime,KIDNAPPING,42,Adult,X,UNKNOWN,12,1,41.0
21258,21259,2022-07-06 00:00:00,2022-06-04 18:00:00,Patna,Violent Crime,DOMESTIC VIOLENCE,53,Middle Aged,F,Explosives,18,1,52.0
21259,21260,2022-07-06 11:00:00,2022-06-04 19:00:00,Mumbai,Violent Crime,ROBBERY,73,Senior,F,Firearm,13,0,
21260,21261,2022-06-06 18:00:00,2022-06-04 20:00:00,Surat,Traffic Fatality,TRAFFIC VIOLATION,57,Middle Aged,X,Blunt Object,3,1,13.0
21261,21262,2022-07-06 08:00:00,2022-06-04 21:00:00,Faridabad,Other Crime,KIDNAPPING,55,Middle Aged,M,Firearm,18,1,-7.0
21262,21263,2022-05-06 20:00:00,2022-06-04 22:00:00,Pune,Other Crime,EXTORTION,79,Senior,F,UNKNOWN,17,0,
21263,21264,2022-07-06 03:00:00,2022-06-04 23:00:00,Hyderabad,Other Crime,COUNTERFEITING,41,Adult,X,Firearm,19,1,25.0
21264,21265,2022-07-06 18:00:00,2022-06-05 00:00:00,Kolkata,Other Crime,EXTORTION,76,Senior,M,Knife,19,1,2.0
21265,21266,2022-06-06 13:00:00,2022-06-05 01:00:00,Mumbai,Traffic Fatality,TRAFFIC VIOLATION,32,Adult,F,Knife,6,1,24.0
21266,21267,2022-07-06 14:00:00,2022-06-05 02:00:00,Mumbai,Other Crime,HOMICIDE,20,Young Adult,M,Explosives,6,1,493.0
21267,21268,2022-06-06 02:00:00,2022-06-05 03:00:00,Ahmedabad,Other Crime,SHOPLIFTING,16,Minor,X,UNKNOWN,13,0,
21268,21269,2022-05-06 06:00:00,2022-06-05 04:00:00,Mumbai,Other Crime,PUBLIC INTOXICATION,30,Young Adult,M,Blunt Object,16,0,
21269,21270,2022-07-06 13:00:00,2022-06-05 05:00:00,Mumbai,Other Crime,PUBLIC INTOXICATION,20,Young Adult,F,Firearm,10,1,-14.0
21270,21271,2022-05-06 08:00:00,2022-06-05 06:00:00,Lucknow,Fire Accident,ARSON,72,Senior,M,UNKNOWN,17,1,83.0
21271,21272,2022-05-06 22:00:00,2022-06-05 07:00:00,Delhi,Other Crime,KIDNAPPING,45,Adult,M,Poison,7,1,-119.0
21272,21273,2022-06-06 21:00:00,2022-06-05 08:00:00,Chennai,Violent Crime,ROBBERY,32,Adult,M,UNKNOWN,7,1,33.0
21273,21274,2022-07-06 23:00:00,2022-06-05 09:00:00,Thane,Other Crime,HOMICIDE,47,Middle Aged,M,Knife,5,1,759.0
21274,21275,2022-07-06 12:00:00,2022-06-05 10:00:00,Ghaziabad,Other Crime,ILLEGAL POSSESSION,30,Young Adult,M,Knife,14,1,33.0
21275,21276,2022-05-06 13:00:00,2022-06-05 11:00:00,Kolkata,Other Crime,FRAUD,10,Minor,M,Explosives,12,1,216.0
21276,21277,2022-05-06 16:00:00,2022-06-05 12:00:00,Kolkata,Other Crime,VANDALISM,34,Adult,M,Blunt Object,1,0,
21277,21278,2022-05-06 20:00:00,2022-06-05 13:00:00,Bangalore,Violent Crime,ASSAULT,39,Adult,X,Firearm,2,1,40.0
21278,21279,2022-07-06 15:00:00,2022-06-05 14:00:00,Mumbai,Other Crime,EXTORTION,41,Adult,X,Poison,10,1,-180.0
21279,21280,2022-06-06 06:00:00,2022-06-05 15:00:00,Ahmedabad,Fire Accident,FIREARM OFFENSE,37,Adult,F,Blunt Object,17,0,
21280,21281,2022-07-06 01:00:00,2022-06-05 16:00:00,Faridabad,Fire Accident,FIREARM OFFENSE,29,Young Adult,M,Other,8,1,-90.0
21281,21282,2022-06-06 08:00:00,2022-06-05 17:00:00,Patna,Other Crime,FRAUD,61,Senior,X,UNKNOWN,13,0,
